aqi_date_loc,time_updated,o3,pm10,pm25
"1,Oakland,CA",2022-11-07 18:00:00,10,5,10
"2,Oakland,CA",2022-11-07 18:00:00,4,23,51
"3,Oakland,CA",2022-11-07 18:00:00,3,38,87
"4,Oakland,CA",2022-11-07 18:00:00,3,26,65
"5,Oakland,CA",2022-11-07 18:00:00,5,21,54
"1,Durham,NC",2022-11-07 21:00:00,14,5,17
"2,Durham,NC",2022-11-07 21:00:00,12,8,12
"3,Durham,NC",2022-11-07 21:00:00,13,9,13
"4,Durham,NC",2022-11-07 21:00:00,10,3,10
"5,Durham,NC",2022-11-07 21:00:00,10,3,11
"1,Winston-Salem,NC",2022-11-07 21:00:00,13,6,19
"2,Winston-Salem,NC",2022-11-07 21:00:00,12,7,18
"3,Winston-Salem,NC",2022-11-07 21:00:00,12,11,21
"4,Winston-Salem,NC",2022-11-07 21:00:00,9,3,8
"5,Winston-Salem,NC",2022-11-07 21:00:00,10,3,10
"1,Bonita Springs,FL",2022-11-07 20:00:00,17,13,24
"2,Bonita Springs,FL",2022-11-07 20:00:00,17,12,26
"3,Bonita Springs,FL",2022-11-07 20:00:00,16,4,11
"4,Bonita Springs,FL",2022-11-07 20:00:00,16,6,17
"5,Bonita Springs,FL",2022-11-07 20:00:00,16,8,26
na,na,na,na,na
na,na,na,na,na
"1,Chattanooga,TN",2022-11-07 21:00:00,8,14,47
"2,Chattanooga,TN",2022-11-07 21:00:00,12,9,25
"3,Chattanooga,TN",2022-11-07 21:00:00,10,7,15
"4,Chattanooga,TN",2022-11-07 21:00:00,8,4,12
"5,Chattanooga,TN",2022-11-07 21:00:00,12,3,9
"1,Spokane,WA",2022-11-07 20:00:00,11,2,4
"2,Spokane,WA",2022-11-07 20:00:00,7,10,31
"3,Spokane,WA",2022-11-07 20:00:00,2,21,66
"4,Spokane,WA",2022-11-07 20:00:00,3,22,68
"5,Spokane,WA",2022-11-07 20:00:00,4,25,75
"1,Syracuse,NY",2022-11-07 21:00:00,12,1,4
"2,Syracuse,NY",2022-11-07 21:00:00,13,2,6
"3,Syracuse,NY",2022-11-07 21:00:00,15,9,25
"4,Syracuse,NY",2022-11-07 21:00:00,13,7,19
"5,Syracuse,NY",2022-11-07 21:00:00,9,2,5
"1,Lancaster,PA",2022-11-07 18:00:00,14,3,5
"2,Lancaster,PA",2022-11-07 18:00:00,12,3,4
"3,Lancaster,PA",2022-11-07 18:00:00,11,19,19
"4,Lancaster,PA",2022-11-07 18:00:00,13,20,18
"5,Lancaster,PA",2022-11-07 18:00:00,13,22,20
"1,Arlington,TX",2022-11-07 21:00:00,7,10,31
"2,Arlington,TX",2022-11-07 21:00:00,9,13,31
"3,Arlington,TX",2022-11-07 21:00:00,12,10,32
"4,Arlington,TX",2022-11-07 21:00:00,13,4,9
"5,Arlington,TX",2022-11-07 21:00:00,14,2,5
"1,Stockton,CA",2021-11-05 10:00:00,8,14,19
"2,Stockton,CA",2021-11-05 10:00:00,9,7,13
"3,Stockton,CA",2021-11-05 10:00:00,6,12,34
na,na,na,na,na
"1,Augusta,GA",2022-11-07 20:00:00,13,8,29
"2,Augusta,GA",2022-11-07 20:00:00,14,7,14
"3,Augusta,GA",2022-11-07 20:00:00,15,7,12
"4,Augusta,GA",2022-11-07 20:00:00,11,3,11
"5,Augusta,GA",2022-11-07 20:00:00,11,5,15
"1,Boise,ID",2022-10-26 07:00:00,10,4,10
"2,Boise,ID",2022-10-26 07:00:00,12,7,11
"3,Boise,ID",2022-10-26 07:00:00,8,17,27
"4,Boise,ID",2022-10-26 07:00:00,9,18,43
"1,Oxnard,CA",2022-11-07 18:00:00,12,6,18
"2,Oxnard,CA",2022-11-07 18:00:00,9,4,9
"3,Oxnard,CA",2022-11-07 18:00:00,6,8,19
"4,Oxnard,CA",2022-11-07 18:00:00,12,16,19
"5,Oxnard,CA",2022-11-07 18:00:00,17,11,11
"1,Scranton,PA",2022-11-07 20:00:00,12,2,4
"2,Scranton,PA",2022-11-07 20:00:00,10,4,11
"3,Scranton,PA",2022-11-07 20:00:00,14,13,33
"4,Scranton,PA",2022-11-07 20:00:00,11,10,24
"5,Scranton,PA",2022-11-07 20:00:00,9,2,6
"1,Modesto,CA",2022-11-07 18:00:00,14,2,5
"2,Modesto,CA",2022-11-07 18:00:00,4,10,27
"3,Modesto,CA",2022-11-07 18:00:00,2,19,59
"4,Modesto,CA",2022-11-07 18:00:00,2,27,76
"5,Modesto,CA",2022-11-07 18:00:00,3,33,87
na,na,na,na,na
"1,Aurora,CO",2022-11-07 20:00:00,12,3,4
"2,Aurora,CO",2022-11-07 20:00:00,9,8,18
"3,Aurora,CO",2022-11-07 20:00:00,9,12,34
"4,Aurora,CO",2022-11-07 20:00:00,8,17,46
"5,Aurora,CO",2022-11-07 20:00:00,9,5,15
"1,Youngstown,OH",2021-10-14 12:00:00,7,15,58
"2,Youngstown,OH",2021-10-14 12:00:00,12,6,13
"3,Youngstown,OH",2021-10-14 12:00:00,14,3,8
"1,Fayetteville,AR",2022-11-07 21:00:00,15,6,19
"2,Fayetteville,AR",2022-11-07 21:00:00,14,7,10
"3,Fayetteville,AR",2022-11-07 21:00:00,15,11,15
"4,Fayetteville,AR",2022-11-07 21:00:00,13,4,13
"5,Fayetteville,AR",2022-11-07 21:00:00,10,3,9
"1,Anaheim,CA",2022-11-07 18:00:00,6,16,42
"2,Anaheim,CA",2022-11-07 18:00:00,6,21,48
"3,Anaheim,CA",2022-11-07 18:00:00,3,55,121
"4,Anaheim,CA",2022-11-07 18:00:00,3,45,89
"5,Anaheim,CA",2022-11-07 18:00:00,7,23,44
na,na,na,na,na
"1,Victorville,CA",2022-11-07 18:00:00,10,3,8
"2,Victorville,CA",2022-11-07 18:00:00,12,4,5
"3,Victorville,CA",2022-11-07 18:00:00,10,18,19
"4,Victorville,CA",2022-11-07 18:00:00,12,21,19
"5,Victorville,CA",2022-11-07 18:00:00,12,23,21
"1,Lancaster,CA",2022-11-07 18:00:00,14,3,5
"2,Lancaster,CA",2022-11-07 18:00:00,12,3,4
"3,Lancaster,CA",2022-11-07 18:00:00,11,19,19
"4,Lancaster,CA",2022-11-07 18:00:00,13,20,18
"5,Lancaster,CA",2022-11-07 18:00:00,13,22,20
"1,Greensboro,NC",2022-11-07 20:00:00,13,5,17
"2,Greensboro,NC",2022-11-07 20:00:00,12,8,18
"3,Greensboro,NC",2022-11-07 20:00:00,12,10,18
"4,Greensboro,NC",2022-11-07 20:00:00,10,3,8
"5,Greensboro,NC",2022-11-07 20:00:00,10,3,10
"1,Corpus Christi,TX",2022-11-07 19:00:00,14,15,29
"2,Corpus Christi,TX",2022-11-07 19:00:00,15,16,28
"3,Corpus Christi,TX",2022-11-07 19:00:00,15,13,41
"4,Corpus Christi,TX",2022-11-07 19:00:00,13,10,29
"5,Corpus Christi,TX",2022-11-07 19:00:00,15,3,7
"1,Fort Wayne,IN",2021-09-30 08:00:00,11,8,25
"2,Fort Wayne,IN",2021-09-30 08:00:00,13,9,47
"1,Santa Ana,CA",2022-11-07 18:00:00,6,16,42
"2,Santa Ana,CA",2022-11-07 18:00:00,6,21,48
"3,Santa Ana,CA",2022-11-07 18:00:00,3,55,121
"4,Santa Ana,CA",2022-11-07 18:00:00,3,45,89
"5,Santa Ana,CA",2022-11-07 18:00:00,7,23,44
"1,Flint,MI",2022-11-07 21:00:00,11,3,7
"2,Flint,MI",2022-11-07 21:00:00,11,7,24
"3,Flint,MI",2022-11-07 21:00:00,14,12,42
"4,Flint,MI",2022-11-07 21:00:00,13,11,36
"5,Flint,MI",2022-11-07 21:00:00,11,1,4
"1,Fayetteville,NC",2022-11-07 21:00:00,15,6,19
"2,Fayetteville,NC",2022-11-07 21:00:00,14,7,10
"3,Fayetteville,NC",2022-11-07 21:00:00,15,11,15
"4,Fayetteville,NC",2022-11-07 21:00:00,13,4,13
"5,Fayetteville,NC",2022-11-07 21:00:00,10,3,9
"1,Jackson,MS",2022-11-07 20:00:00,6,10,35
"2,Jackson,MS",2022-11-07 20:00:00,11,9,30
"3,Jackson,MS",2022-11-07 20:00:00,8,12,28
"4,Jackson,MS",2022-11-07 20:00:00,10,14,45
"5,Jackson,MS",2022-11-07 20:00:00,14,2,6
"1,Santa Rosa,CA",2022-10-06 10:00:00,5,9,25
"2,Santa Rosa,CA",2022-10-06 10:00:00,7,9,26
"3,Santa Rosa,CA",2022-10-06 10:00:00,9,13,35
"4,Santa Rosa,CA",2022-10-06 10:00:00,14,15,25
"5,Santa Rosa,CA",2022-10-06 10:00:00,7,16,61
"1,Lansing,MI",2022-11-05 02:00:00,12,4,16
"2,Lansing,MI",2022-11-05 02:00:00,9,5,15
"3,Lansing,MI",2022-11-05 02:00:00,9,3,10
"4,Lansing,MI",2022-11-05 02:00:00,7,5,16
"1,San Juan,PR",2022-11-07 21:00:00,5,1,3
"2,San Juan,PR",2022-11-07 21:00:00,6,2,5
"3,San Juan,PR",2022-11-07 21:00:00,7,4,10
"4,San Juan,PR",2022-11-07 21:00:00,6,6,13
"5,San Juan,PR",2022-11-07 21:00:00,5,5,13
"1,Lexington,KY",2022-11-07 21:00:00,13,5,15
"2,Lexington,KY",2022-11-07 21:00:00,9,6,22
"3,Lexington,KY",2022-11-07 21:00:00,11,7,22
"4,Lexington,KY",2022-11-07 21:00:00,7,5,14
"5,Lexington,KY",2022-11-07 21:00:00,12,3,9
na,na,na,na,na
"1,Henderson,NV",2021-05-18 05:00:00,44,53,49
"2,Henderson,NV",2021-05-18 05:00:00,47,71,55
"3,Henderson,NV",2021-05-18 05:00:00,41,23,21
"1,Huntsville,AL",2022-11-07 20:00:00,6,9,30
"2,Huntsville,AL",2022-11-07 20:00:00,15,6,15
"3,Huntsville,AL",2022-11-07 20:00:00,14,6,12
"4,Huntsville,AL",2022-11-07 20:00:00,6,5,15
"5,Huntsville,AL",2022-11-07 20:00:00,13,3,9
"1,Mobile,AL",2022-11-07 20:00:00,10,9,27
"2,Mobile,AL",2022-11-07 20:00:00,15,8,26
"3,Mobile,AL",2022-11-07 20:00:00,14,10,22
"4,Mobile,AL",2022-11-07 20:00:00,12,10,29
"5,Mobile,AL",2022-11-07 20:00:00,11,9,30
"1,Fort Collins,CO",2022-11-07 19:00:00,8,8,20
"2,Fort Collins,CO",2022-11-07 19:00:00,8,10,27
"3,Fort Collins,CO",2022-11-07 19:00:00,10,2,5
"4,Fort Collins,CO",2022-11-07 19:00:00,12,2,5
"5,Fort Collins,CO",2022-11-07 19:00:00,14,3,9
"1,Asheville,NC",2022-11-07 21:00:00,8,10,33
"2,Asheville,NC",2022-11-07 21:00:00,14,4,12
"3,Asheville,NC",2022-11-07 21:00:00,15,5,10
"4,Asheville,NC",2022-11-07 21:00:00,5,4,11
"5,Asheville,NC",2022-11-07 21:00:00,9,5,16
"1,Santa Clarita,CA",2022-11-07 18:00:00,10,8,22
"2,Santa Clarita,CA",2022-11-07 18:00:00,11,4,6
"3,Santa Clarita,CA",2022-11-07 18:00:00,11,15,16
"4,Santa Clarita,CA",2022-11-07 18:00:00,15,16,15
"5,Santa Clarita,CA",2022-11-07 18:00:00,16,13,13
"1,St. Paul,MN",2022-11-07 20:00:00,12,4,12
"2,St. Paul,MN",2022-11-07 20:00:00,5,6,23
"3,St. Paul,MN",2022-11-07 20:00:00,5,3,10
"4,St. Paul,MN",2022-11-07 20:00:00,10,2,6
"5,St. Paul,MN",2022-11-07 20:00:00,13,1,3
"1,Antioch,CA",2020-11-05 11:00:00,32,4,10
"2,Antioch,CA",2020-11-05 11:00:00,27,7,14
"3,Antioch,CA",2020-11-05 11:00:00,33,5,11
"1,Lakeland,FL",2022-11-07 20:00:00,18,14,30
"2,Lakeland,FL",2022-11-07 20:00:00,17,11,27
"3,Lakeland,FL",2022-11-07 20:00:00,13,4,12
"4,Lakeland,FL",2022-11-07 20:00:00,14,4,14
"5,Lakeland,FL",2022-11-07 20:00:00,14,14,39
"1,Trenton,NJ",2022-11-07 21:00:00,11,3,7
"2,Trenton,NJ",2022-11-07 21:00:00,8,10,26
"3,Trenton,NJ",2022-11-07 21:00:00,3,26,62
"4,Trenton,NJ",2022-11-07 21:00:00,8,19,40
"5,Trenton,NJ",2022-11-07 21:00:00,13,2,6
"1,Lincoln,NE",2022-11-07 20:00:00,11,4,14
"2,Lincoln,NE",2022-11-07 20:00:00,13,4,14
"3,Lincoln,NE",2022-11-07 20:00:00,13,4,14
"4,Lincoln,NE",2022-11-07 20:00:00,14,1,3
"5,Lincoln,NE",2022-11-07 20:00:00,16,2,5
"1,Springfield,MO",2022-11-07 20:00:00,11,10,38
"2,Springfield,MO",2022-11-07 20:00:00,10,12,46
"3,Springfield,MO",2022-11-07 20:00:00,16,9,35
"4,Springfield,MO",2022-11-07 20:00:00,13,2,6
"5,Springfield,MO",2022-11-07 20:00:00,16,2,4
"1,Anchorage,AK",2022-11-07 15:00:00,13,3,8
"2,Anchorage,AK",2022-11-07 15:00:00,11,4,10
"3,Anchorage,AK",2022-11-07 15:00:00,8,6,22
"4,Anchorage,AK",2022-11-07 15:00:00,9,4,13
"5,Anchorage,AK",2022-11-07 15:00:00,15,2,4
na,na,na,na,na
"1,Irvine,CA",2022-11-08 00:00:00,30,8,16
"2,Irvine,CA",2022-11-08 00:00:00,31,10,19
"1,Davenport,IA",2022-11-07 19:00:00,11,6,20
"2,Davenport,IA",2022-11-07 19:00:00,12,13,49
"3,Davenport,IA",2022-11-07 19:00:00,14,13,45
"4,Davenport,IA",2022-11-07 19:00:00,12,2,6
"5,Davenport,IA",2022-11-07 19:00:00,13,1,3
"1,Rockford,IL",2022-11-07 20:00:00,8,6,19
"2,Rockford,IL",2022-11-07 20:00:00,12,11,41
"3,Rockford,IL",2022-11-07 20:00:00,14,13,46
"4,Rockford,IL",2022-11-07 20:00:00,13,4,14
"5,Rockford,IL",2022-11-07 20:00:00,13,1,3
"1,Newark,NJ",2022-09-26 06:00:00,8,9,23
"2,Newark,NJ",2022-09-26 06:00:00,5,5,12
"3,Newark,NJ",2022-09-26 06:00:00,9,3,5
"4,Newark,NJ",2022-09-26 06:00:00,7,7,17
"1,South Bend,IN",2022-11-07 21:00:00,10,3,9
"2,South Bend,IN",2022-11-07 21:00:00,10,9,31
"3,South Bend,IN",2022-11-07 21:00:00,14,16,56
"4,South Bend,IN",2022-11-07 21:00:00,12,8,26
"5,South Bend,IN",2022-11-07 21:00:00,11,1,3
"1,Shreveport,LA",2022-11-07 20:00:00,5,9,29
"2,Shreveport,LA",2022-11-07 20:00:00,5,13,46
"3,Shreveport,LA",2022-11-07 20:00:00,9,12,44
"4,Shreveport,LA",2022-11-07 20:00:00,9,10,34
"5,Shreveport,LA",2022-11-07 20:00:00,16,2,5
na,na,na,na,na
"1,Savannah,GA",2022-11-07 20:00:00,15,10,27
"2,Savannah,GA",2022-11-07 20:00:00,15,9,13
"3,Savannah,GA",2022-11-07 20:00:00,16,7,17
"4,Savannah,GA",2022-11-07 20:00:00,13,10,24
"5,Savannah,GA",2022-11-07 20:00:00,9,6,21
na,na,na,na,na
"1,Chula Vista,CA",2022-11-07 18:00:00,12,5,14
"2,Chula Vista,CA",2022-11-07 18:00:00,11,7,19
"3,Chula Vista,CA",2022-11-07 18:00:00,4,24,60
"4,Chula Vista,CA",2022-11-07 18:00:00,4,32,72
"5,Chula Vista,CA",2022-11-07 18:00:00,7,20,50
"1,Eugene,OR",2022-11-07 18:00:00,5,4,10
"2,Eugene,OR",2022-11-07 18:00:00,3,8,28
"3,Eugene,OR",2022-11-07 18:00:00,2,10,38
"4,Eugene,OR",2022-11-07 18:00:00,2,15,55
"5,Eugene,OR",2022-11-07 18:00:00,3,10,36
"1,Canton,OH",2022-11-07 21:00:00,10,4,10
"2,Canton,OH",2022-11-07 21:00:00,9,5,15
"3,Canton,OH",2022-11-07 21:00:00,12,8,22
"4,Canton,OH",2022-11-07 21:00:00,9,4,12
"5,Canton,OH",2022-11-07 21:00:00,11,3,8
"1,Lubbock,TX",2022-11-07 19:00:00,10,4,10
"2,Lubbock,TX",2022-11-07 19:00:00,12,2,4
"3,Lubbock,TX",2022-11-07 19:00:00,16,17,18
"4,Lubbock,TX",2022-11-07 19:00:00,13,4,6
"5,Lubbock,TX",2022-11-07 19:00:00,11,4,7
"1,Reading,PA",2022-11-07 23:00:00,26,11,26
"2,Reading,PA",2022-11-07 23:00:00,23,11,29
na,na,na,na,na
"1,Salem,OR",2022-11-07 18:00:00,8,4,8
"2,Salem,OR",2022-11-07 18:00:00,3,12,37
"3,Salem,OR",2022-11-07 18:00:00,2,21,65
"4,Salem,OR",2022-11-07 18:00:00,2,20,62
"5,Salem,OR",2022-11-07 18:00:00,4,13,38
"1,St. Petersburg,FL",2022-09-27 06:00:00,10,4,13
"2,St. Petersburg,FL",2022-09-27 06:00:00,14,16,29
"3,St. Petersburg,FL",2022-09-27 06:00:00,12,9,16
"4,St. Petersburg,FL",2022-09-27 06:00:00,15,11,16
"1,Lafayette,LA",2022-11-07 20:00:00,9,15,44
"2,Lafayette,LA",2022-11-07 20:00:00,10,14,48
"3,Lafayette,LA",2022-11-07 20:00:00,7,17,49
"4,Lafayette,LA",2022-11-07 20:00:00,8,17,54
"5,Lafayette,LA",2022-11-07 20:00:00,11,4,12
na,na,na,na,na
"1,Jersey City,NJ",2022-11-07 21:00:00,8,7,17
"2,Jersey City,NJ",2022-11-07 21:00:00,6,37,79
"3,Jersey City,NJ",2022-11-07 21:00:00,2,49,105
"4,Jersey City,NJ",2022-11-07 21:00:00,5,40,82
"5,Jersey City,NJ",2022-11-07 21:00:00,10,6,16
"1,Concord,NC",2022-11-07 18:00:00,10,4,11
"2,Concord,NC",2022-11-07 18:00:00,3,19,48
"3,Concord,NC",2022-11-07 18:00:00,3,24,64
"4,Concord,NC",2022-11-07 18:00:00,5,15,46
"5,Concord,NC",2022-11-07 18:00:00,6,15,38
na,na,na,na,na
na,na,na,na,na
"1,Scottsdale,AZ",2022-11-08 12:00:00,8,7,16
"2,Scottsdale,AZ",2022-11-08 12:00:00,9,14,16
"3,Scottsdale,AZ",2022-11-08 12:00:00,7,5,11
"4,Scottsdale,AZ",2022-11-08 12:00:00,5,2,5
"5,Scottsdale,AZ",2022-11-08 12:00:00,6,3,6
na,na,na,na,na
"1,Tallahassee,FL",2022-11-07 20:00:00,14,10,27
"2,Tallahassee,FL",2022-11-07 20:00:00,16,7,15
"3,Tallahassee,FL",2022-11-07 20:00:00,15,6,9
"4,Tallahassee,FL",2022-11-07 20:00:00,8,3,7
"5,Tallahassee,FL",2022-11-07 20:00:00,11,9,30
"1,Peoria,IL",2022-11-07 19:00:00,4,36,66
"2,Peoria,IL",2022-11-07 19:00:00,10,18,28
"3,Peoria,IL",2022-11-07 19:00:00,6,22,44
"4,Peoria,IL",2022-11-07 19:00:00,11,17,27
"5,Peoria,IL",2022-11-07 19:00:00,14,21,33
"1,Wilmington,NC",2022-11-07 21:00:00,10,4,10
"2,Wilmington,NC",2022-11-07 21:00:00,7,10,26
"3,Wilmington,NC",2022-11-07 21:00:00,5,24,51
"4,Wilmington,NC",2022-11-07 21:00:00,9,12,24
"5,Wilmington,NC",2022-11-07 21:00:00,13,2,6
"1,Montgomery,AL",2022-11-07 20:00:00,11,9,32
"2,Montgomery,AL",2022-11-07 20:00:00,15,8,17
"3,Montgomery,AL",2022-11-07 20:00:00,14,8,14
"4,Montgomery,AL",2022-11-07 20:00:00,9,5,14
"5,Montgomery,AL",2022-11-07 20:00:00,10,8,26
"1,Gilbert,AZ",2022-11-07 19:00:00,3,31,55
"2,Gilbert,AZ",2022-11-07 19:00:00,10,17,22
"3,Gilbert,AZ",2022-11-07 19:00:00,4,30,63
"4,Gilbert,AZ",2022-11-07 19:00:00,7,21,39
"5,Gilbert,AZ",2022-11-07 19:00:00,14,19,26
"1,Glendale,AZ",2022-11-07 19:00:00,4,36,66
"2,Glendale,AZ",2022-11-07 19:00:00,10,18,28
"3,Glendale,AZ",2022-11-07 19:00:00,6,22,44
"4,Glendale,AZ",2022-11-07 19:00:00,11,17,27
"5,Glendale,AZ",2022-11-07 19:00:00,14,21,33
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Kennewick,WA",2022-11-07 20:00:00,12,2,5
"2,Kennewick,WA",2022-11-07 20:00:00,7,6,16
"3,Kennewick,WA",2022-11-07 20:00:00,4,12,40
"4,Kennewick,WA",2022-11-07 20:00:00,6,15,53
"5,Kennewick,WA",2022-11-07 20:00:00,6,19,64
na,na,na,na,na
"1,Irving,TX",2022-11-07 21:00:00,4,14,46
"2,Irving,TX",2022-11-07 21:00:00,6,14,39
"3,Irving,TX",2022-11-07 21:00:00,11,12,38
"4,Irving,TX",2022-11-07 21:00:00,12,4,9
"5,Irving,TX",2022-11-07 21:00:00,15,2,5
"1,Visalia,CA",2021-12-15 09:00:00,7,6,16
"2,Visalia,CA",2021-12-15 09:00:00,2,12,41
"3,Visalia,CA",2021-12-15 09:00:00,3,20,64
"4,Visalia,CA",2021-12-15 09:00:00,5,17,59
na,na,na,na,na
"1,Paradise,NV",2021-05-18 05:00:00,41,56,52
"2,Paradise,NV",2021-05-18 05:00:00,47,69,55
"3,Paradise,NV",2021-05-18 05:00:00,42,17,15
na,na,na,na,na
"1,Arlington,VA",2022-11-07 21:00:00,7,10,31
"2,Arlington,VA",2022-11-07 21:00:00,9,13,31
"3,Arlington,VA",2022-11-07 21:00:00,12,10,32
"4,Arlington,VA",2022-11-07 21:00:00,13,4,9
"5,Arlington,VA",2022-11-07 21:00:00,14,2,5
"1,Hialeah,FL",2022-11-07 20:00:00,17,17,21
"2,Hialeah,FL",2022-11-07 20:00:00,13,6,20
"3,Hialeah,FL",2022-11-07 20:00:00,15,6,15
"4,Hialeah,FL",2022-11-07 20:00:00,13,14,38
"5,Hialeah,FL",2022-11-07 20:00:00,10,11,28
"1,York,PA",2022-11-08 02:00:00,25,9,23
"2,York,PA",2022-11-08 02:00:00,27,8,16
"1,Evansville,IN",2022-11-07 20:00:00,13,7,22
"2,Evansville,IN",2022-11-07 20:00:00,9,13,41
"3,Evansville,IN",2022-11-07 20:00:00,11,10,31
"4,Evansville,IN",2022-11-07 20:00:00,10,6,18
"5,Evansville,IN",2022-11-07 20:00:00,13,2,4
"1,Avondale,AZ",2022-11-07 20:00:00,7,7,18
"2,Avondale,AZ",2022-11-07 20:00:00,7,13,39
"3,Avondale,AZ",2022-11-07 20:00:00,14,17,54
"4,Avondale,AZ",2022-11-07 20:00:00,12,9,24
"5,Avondale,AZ",2022-11-07 20:00:00,11,2,3
"1,Brownsville,TX",na,13,15,30
"2,Brownsville,TX",na,14,14,21
"3,Brownsville,TX",na,13,10,18
"4,Brownsville,TX",na,11,8,17
"5,Brownsville,TX",na,10,7,18
"1,Gulfport,MS",2022-11-07 20:00:00,9,12,35
"2,Gulfport,MS",2022-11-07 20:00:00,15,8,31
"3,Gulfport,MS",2022-11-07 20:00:00,14,10,23
"4,Gulfport,MS",2022-11-07 20:00:00,12,10,28
"5,Gulfport,MS",2022-11-07 20:00:00,11,7,23
"1,Appleton,WI",2022-11-07 20:00:00,10,3,8
"2,Appleton,WI",2022-11-07 20:00:00,12,10,36
"3,Appleton,WI",2022-11-07 20:00:00,10,14,53
"4,Appleton,WI",2022-11-07 20:00:00,13,6,21
"5,Appleton,WI",2022-11-07 20:00:00,13,1,3
"1,Bremerton,WA",2022-11-07 20:00:00,11,2,3
"2,Bremerton,WA",2022-11-07 20:00:00,7,8,20
"3,Bremerton,WA",2022-11-07 20:00:00,2,22,65
"4,Bremerton,WA",2022-11-07 20:00:00,5,14,42
"5,Bremerton,WA",2022-11-07 20:00:00,4,16,51
"1,Hickory,NC",2022-11-07 21:00:00,14,8,22
"2,Hickory,NC",2022-11-07 21:00:00,13,5,13
"3,Hickory,NC",2022-11-07 21:00:00,13,10,18
"4,Hickory,NC",2022-11-07 21:00:00,7,3,8
"5,Hickory,NC",2022-11-07 21:00:00,9,3,9
"1,Tacoma,WA",2022-11-07 20:00:00,9,4,8
"2,Tacoma,WA",2022-11-07 20:00:00,5,15,38
"3,Tacoma,WA",2022-11-07 20:00:00,2,30,80
"4,Tacoma,WA",2022-11-07 20:00:00,2,20,60
"5,Tacoma,WA",2022-11-07 20:00:00,3,17,53
"1,San Bernardino,CA",2022-11-07 20:00:00,8,3,9
"2,San Bernardino,CA",2022-11-07 20:00:00,9,3,8
"3,San Bernardino,CA",2022-11-07 20:00:00,8,9,25
"4,San Bernardino,CA",2022-11-07 20:00:00,6,13,36
"5,San Bernardino,CA",2022-11-07 20:00:00,10,13,38
na,na,na,na,na
"1,Kalamazoo,MI",2022-11-07 21:00:00,10,3,7
"2,Kalamazoo,MI",2022-11-07 21:00:00,10,8,28
"3,Kalamazoo,MI",2022-11-07 21:00:00,14,17,57
"4,Kalamazoo,MI",2022-11-07 21:00:00,12,8,27
"5,Kalamazoo,MI",2022-11-07 21:00:00,12,1,3
"1,Thousand Oaks,CA",2022-11-07 18:00:00,10,7,24
"2,Thousand Oaks,CA",2022-11-07 18:00:00,8,6,14
"3,Thousand Oaks,CA",2022-11-07 18:00:00,10,9,12
"4,Thousand Oaks,CA",2022-11-07 18:00:00,15,17,15
"5,Thousand Oaks,CA",2022-11-07 18:00:00,17,13,11
"1,Roanoke,VA",2022-11-07 21:00:00,11,6,20
"2,Roanoke,VA",2022-11-07 21:00:00,11,6,17
"3,Roanoke,VA",2022-11-07 21:00:00,10,10,22
"4,Roanoke,VA",2022-11-07 21:00:00,7,5,11
"5,Roanoke,VA",2022-11-07 21:00:00,10,4,11
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Fargo,ND",2022-11-07 19:00:00,12,4,15
"2,Fargo,ND",2022-11-07 19:00:00,10,3,9
"3,Fargo,ND",2022-11-07 19:00:00,13,1,3
"4,Fargo,ND",2022-11-07 19:00:00,14,1,3
"5,Fargo,ND",2022-11-07 19:00:00,16,1,3
"1,Green Bay,WI",2022-11-07 20:00:00,12,2,6
"2,Green Bay,WI",2022-11-07 20:00:00,12,9,33
"3,Green Bay,WI",2022-11-07 20:00:00,8,14,53
"4,Green Bay,WI",2022-11-07 20:00:00,13,6,22
"5,Green Bay,WI",2022-11-07 20:00:00,12,1,3
"1,Spring Valley,NV",2021-05-18 05:00:00,40,54,51
"2,Spring Valley,NV",2021-05-18 05:00:00,47,63,51
"3,Spring Valley,NV",2021-05-18 05:00:00,41,17,14
"1,Portland,ME",2022-11-07 17:00:00,8,5,12
"2,Portland,ME",2022-11-07 17:00:00,2,23,64
"3,Portland,ME",2022-11-07 17:00:00,1,27,79
"4,Portland,ME",2022-11-07 17:00:00,6,13,44
"5,Portland,ME",2022-11-07 17:00:00,9,14,45
"1,Santa Barbara,CA",2022-11-07 18:00:00,17,3,7
"2,Santa Barbara,CA",2022-11-07 18:00:00,13,2,3
"3,Santa Barbara,CA",2022-11-07 18:00:00,11,4,8
"4,Santa Barbara,CA",2022-11-07 18:00:00,8,7,19
"5,Santa Barbara,CA",2022-11-07 18:00:00,11,10,23
"1,Gainesville,FL",2022-11-07 20:00:00,17,14,27
"2,Gainesville,FL",2022-11-07 20:00:00,16,10,20
"3,Gainesville,FL",2022-11-07 20:00:00,16,4,16
"4,Gainesville,FL",2022-11-07 20:00:00,12,3,12
"5,Gainesville,FL",2022-11-07 20:00:00,10,6,21
"1,Olympia,WA",2022-11-07 20:00:00,10,3,6
"2,Olympia,WA",2022-11-07 20:00:00,5,9,28
"3,Olympia,WA",2022-11-07 20:00:00,2,18,55
"4,Olympia,WA",2022-11-07 20:00:00,2,16,51
"5,Olympia,WA",2022-11-07 20:00:00,3,17,55
"1,Frisco,TX",2022-11-07 18:00:00,10,5,10
