lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
"40.6041,-74.27517",40.6041,-74.27517,"Leesville,LA",11/7/2022 23:00,13,2.3,30,4.7,1,na,13
"41.051896,-73.763648",41.051896,-73.763648,"Harrison,TN",11/7/2022 23:00,26,1,37,15.2,28.9,na,26
"47.600863,-122.148397",47.600863,-122.148397,"Bellevue,OH",11/7/2022 22:00,9,na,91.3,na,na,na,9
"44.9594,-93.0356",44.9594,-93.0356,"Maplewood,MO",11/7/2022 22:00,5,na,60,na,na,na,5
"41.526885,-88.116474",41.526885,-88.116474,"Shorewood,MN",11/7/2022 22:00,35,na,66.6,na,na,na,35
"37.10373,-76.38701",37.10373,-76.38701,"Hampton,GA",11/7/2022 23:00,34,0.1,79,0.9,12.6,16,34
"42.9633599,-85.6680863",42.9633599,-85.6680863,"Wyoming,MN",11/7/2022 23:00,35,4.8,72,7.5,11.2,14,35
"27.965555555556,-82.230277777778",27.96555556,-82.23027778,"Bloomingdale,NJ",11/7/2022 23:00,18,2.5,89.5,1,10.6,19,18
"41.875,-90.177498",41.875,-90.177498,"Clinton,IL",11/7/2022 20:00,22,na,64,na,na,na,22
"46.4846547,30.6964293",46.4846547,30.6964293,"Odessa,FL",3/6/2020 21:00,90,na,99.9,na,na,54,90
"47.600863,-122.148397",47.600863,-122.148397,"Bellevue,PA",11/7/2022 22:00,9,na,91.3,na,na,na,9
"40.72698,-73.89312",40.72698,-73.89312,"Evergreen,MT",11/7/2022 23:00,25,na,34.3,na,na,na,25
"-23.501547361,-46.420736839",-23.50154736,-46.42073684,"Brazil,IN",11/8/2022 1:00,25,na,100,6.9,15.1,11,25
"57.141922,-2.091664",57.141922,-2.091664,"Aberdeen,NC",11/8/2022 3:00,58,na,87,1.6,16.7,27,58
"38.1825,-85.5744",38.1825,-85.5744,"Jefferson,WI",11/7/2022 23:00,21,na,32,na,22.4,16,21
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Kensington,CT",11/7/2022 23:00,25,4.8,35,16.6,98.1,na,25
"42.325184,-71.05608",42.325184,-71.05608,"Quincy,FL",11/7/2022 22:00,29,2.3,37,6.5,28.9,na,17
"35.7683,-83.9422",35.7683,-83.9422,"Maryville,IL",11/7/2022 23:00,9,na,97,na,na,na,9
"40.739264,-73.817694",40.739264,-73.817694,"Hillside,IL",11/7/2022 23:00,26,1.5,34.3,7,27.2,na,26
"41.731201,-111.837502",41.731201,-111.837502,"Logan,OH",11/7/2022 21:00,16,1.5,71,12.1,16,na,12
"38.065,-84.5",38.065,-84.5,"Lexington,TN",11/7/2022 23:00,15,na,36,na,na,na,15
"44.9536,-93.2581",44.9536,-93.2581,"Richfield,UT",11/7/2022 22:00,23,na,67.4,na,na,na,23
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Centerville,GA",11/7/2022 20:00,15,na,51,11.2,15.2,na,10
"39.472436,-84.394952",39.472436,-84.394952,"Middletown,KY",11/7/2022 22:00,-,na,38,na,na,na,na
"37.74306,-122.16994",37.74306,-122.16994,"Ashland,VA",11/7/2022 20:00,22,3.4,80,7.2,22.4,na,13
"27.785833333333,-82.74",27.78583333,-82.74,"Seminole,TX",9/27/2022 6:00,7,na,95,2.8,6.5,18,39
"40.515,-78.3889",40.515,-78.3889,"Altoona,WI",11/7/2022 22:00,15,na,48,na,32,na,15
"51.744806,-1.260278",51.744806,-1.260278,"Abingdon,VA",11/8/2022 4:00,25,na,87.5,0.2,na,11,25
"53.951889,-1.075861",53.951889,-1.075861,"York,NE",11/8/2022 4:00,17,3.7,84,1.9,28.4,12,17
"37.74306,-122.16994",37.74306,-122.16994,"Ashland,WI",11/7/2022 20:00,22,3.4,80,7.2,22.4,na,13
"40.28308,-74.74264",40.28308,-74.74264,"Princeton,IL",11/7/2022 23:00,30,na,34.5,1.9,30.4,na,28
"39.12886,-84.50404",39.12886,-84.50404,"Covington,VA",11/7/2022 23:00,45,1.2,29,23.3,11.2,32,45
"-41.238,146.42",-41.238,146.42,"Latrobe,PA",11/8/2022 14:00,6,na,90.9,na,na,6,9
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Williamsburg,FL",11/7/2022 23:00,25,4.8,35,16.6,98.1,na,25
"42.2575385,-83.2110375",42.2575385,-83.2110375,"Southgate,FL",11/7/2022 23:00,26,3.4,55.6,na,8.8,na,26
"24.469159,39.622603",24.469159,39.622603,"Medina,NY",2/27/2022 11:18,18,8,18,3,18,8,na
"35.638599,-77.358002",35.638599,-77.358002,"Greenville,NY",11/7/2022 23:00,30,na,88,na,na,na,30
"37.384249877647,-5.9596177518418",37.38424988,-5.959617752,"Seville,OH",11/8/2022 5:00,53,0.1,87,8.3,9.5,31,53
"41.9136,-87.7239",41.9136,-87.7239,"Wilson,PA",11/7/2022 21:00,22,na,65,na,na,na,22
"-37.9135475,144.998",-37.9135475,144.998,"Carnegie,PA",11/8/2022 15:00,36,0.7,66.7,3.8,14.5,11,36
"37.34849,-121.89494",37.34849,-121.89494,"Campbell,OH",11/7/2022 20:00,24,2.3,75,5.1,24.1,na,5
"25.7493469,-100.2868973",25.7493469,-100.2868973,"Guadalupe,CA",11/7/2022 21:00,50,20.9,88.5,8.2,10.4,45,50
"41.829495,-71.417457",41.829495,-71.417457,"Providence,UT",11/7/2022 23:00,13,2.3,32,5.2,na,na,13
"45.470501,9.19746075",45.470501,9.19746075,"Milan,MI",11/5/2022 23:00,59,0.1,74,28.4,na,22,59
"41.171398,-73.195297",41.171398,-73.195297,"Park City,KS",11/7/2022 23:00,15,na,45,na,na,na,15
"42.3584308,-71.0597732",42.3584308,-71.0597732,"South Boston,VA",11/7/2022 22:00,29,2.3,37,6.5,28.9,na,17
"44.943114,-123.005934",44.943114,-123.005934,"Salem,IL",11/7/2022 20:00,13,na,99,na,na,na,13
"-39.638873262,176.85880199271",-39.63887326,176.858802,"Hastings,MI",11/8/2022 16:00,11,na,61.6,na,na,11,na
"38.7267,-89.959198",38.7267,-89.959198,"Collinsville,VA",4/28/2022 12:00,23,na,40.5,na,23.3,na,na
"-41.29361375,174.77193174",-41.29361375,174.7719317,"Wellington,KS",11/8/2022 16:00,53,na,68.0075,na,na,13,53
"47.38614,-122.23195",47.38614,-122.23195,"Auburn,GA",11/7/2022 22:00,38,na,92,na,na,na,38
"43.145021,-77.557608",43.145021,-77.557608,"Brighton,MI",11/7/2022 23:00,23,3,69,3,16.8,na,23
"44.9594,-93.0356",44.9594,-93.0356,"Oakdale,LA",11/7/2022 22:00,5,na,60,na,na,na,5
"29.4072945,-98.431251",29.4072945,-98.431251,"San Antonio,PR",11/7/2022 22:00,3,na,82,na,3.2,na,na
"42.3149367,-83.0363633",42.3149367,-83.0363633,"Windsor,WI",11/7/2022 23:00,17,2.2,62,6.5,13.6,na,17
"45.470501,9.19746075",45.470501,9.19746075,"Milan,TN",11/5/2022 23:00,59,0.1,74,28.4,na,22,59
"30.2175,-92.051389",30.2175,-92.051389,"LaFayette,GA",11/7/2022 22:00,36,na,88,na,4,18,36
"39.2787,-84.36612",39.2787,-84.36612,"Palmyra,PA",11/7/2022 23:00,25,na,37,na,na,na,25
"39.758235,-84.197375",39.758235,-84.197375,"Dayton,NJ",11/7/2022 23:00,34,na,38,na,na,na,34
"32.329111,-90.182722",32.329111,-90.182722,"Jackson,CA",11/7/2022 22:00,52,1.2,89,na,16,20,52
"45.675107781679,6.389599834955",45.67510778,6.389599835,"Albertville,MN",11/4/2022 3:00,-,na,94,1.2,9.4,na,16
"52.5200066,13.404954",52.5200066,13.404954,"Berlin,NJ",2/22/2022 14:00,26,na,68,17.4,26,26,na
"52.614193,1.301976",52.614193,1.301976,"Norwich,NY",11/8/2022 4:00,30,na,72,1.2,27.3,12,30
"42.626748,-71.3617",42.626748,-71.3617,"Lowell,MI",1/3/2019 4:00,2,2,86.2,1.9,26.4,na,13
"51.5073509,-0.1277583",51.5073509,-0.1277583,"Landen,OH",11/8/2022 4:00,46,1.9,80,1.9,19.1,15,46
"51.601203,-2.977281",51.601203,-2.977281,"Newport,AR",11/8/2022 4:00,13,na,94,1.4,26,7,13
"39.146025,-84.538375",39.146025,-84.538375,"White Oak,PA",11/7/2022 23:00,44,6.7,36.6,33.4,na,na,44
"41.171398,-73.195297",41.171398,-73.195297,"Park City,IL",11/7/2022 23:00,15,na,45,na,na,na,15
"37.74306,-122.16994",37.74306,-122.16994,"Ashland,PA",11/7/2022 20:00,22,3.4,80,7.2,22.4,na,13
"43.770585907976,11.271415330415",43.77058591,11.27141533,"Florence,CO",11/6/2022 23:00,42,0.1,100,34.8,na,20,42
"36.19126,-115.12293",36.19126,-115.12293,"Old Town,ME",2/8/2020 19:00,7,0.1,na,6.6,7.4,24,21
"41.3536,-72.0789",41.3536,-72.0789,"New London,WI",11/7/2022 23:00,15,na,37.2,na,na,11,15
"31.768319,35.21371",31.768319,35.21371,"Belen,NM",11/8/2022 6:00,54,7.8,7.5,4.5,20.3,38,54
"57.481308,-4.241451",57.481308,-4.241451,"Inverness,FL",11/8/2022 4:00,3,na,89.7,0.4,27,2,3
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Farmington,AR",11/7/2022 20:00,15,na,51,11.2,15.2,na,10
"35.638599,-77.358002",35.638599,-77.358002,"Greenville,AL",11/7/2022 23:00,30,na,88,na,na,na,30
"57.481308,-4.241451",57.481308,-4.241451,"Inverness,IL",11/8/2022 4:00,3,na,89.7,0.4,27,2,3
"39.741667,-94.858333",39.741667,-94.858333,"St. Joseph,MN",11/7/2022 22:00,22,na,42,na,na,22,19
"39.934635,-75.126126",39.934635,-75.126126,"Philadelphia,MS",11/7/2022 23:00,33,1.2,26.6,3.8,32.8,na,2
"45.16057658,10.79557331",45.16057658,10.79557331,"Mantua,VA",11/5/2022 23:00,30,0.1,92,21.5,28.1,11,30
"45.496640911,-122.60287735",45.49664091,-122.6028774,"Oak Grove,KY",11/7/2022 17:00,24,1.2,94.5,3.6,23.8,na,9
"48.59043,7.744983",48.59043,7.744983,"Strasburg,VA",11/3/2022 8:00,20,na,100,13.8,0.9,20,63
"46.193654,6.214178",46.193654,6.214178,"Geneva,OH",11/4/2022 3:00,-,na,96.5,1.3,1,na,28
"37.256069,-93.299692",37.256069,-93.299692,"North Springfield,VA",11/7/2022 22:00,17,na,62,na,31.2,17,6
"34.1992,-118.53275",34.1992,-118.53275,"Northridge,OH",11/7/2022 20:00,25,3.4,87,12.6,9.6,na,25
"37.64217,-120.99421",37.64217,-120.99421,"Ralston,NE",11/7/2022 20:00,22,1.2,58,na,22.4,10,9
"43.07378,-89.43595",43.07378,-89.43595,"Madison,SD",11/7/2022 22:00,38,na,68,na,19.4,14,38
"38.656449,-90.198548",38.656449,-90.198548,"St. Louis,MI",11/7/2022 22:00,28,2.3,53,9.2,14.5,21,28
"-42.855,147.315",-42.855,147.315,"Hobart,WA",11/8/2022 14:00,4,na,45.7,na,na,4,5
"39.464872,-74.448736",39.464872,-74.448736,"Pleasantville,NY",11/7/2022 23:00,22,na,51.6,13,21.6,na,14
"46.21835,-119.20152",46.21835,-119.20152,"Richland,MS",11/7/2022 22:00,8,na,99,na,na,3,8
"40.002734,-82.994404",40.002734,-82.994404,"Franklin,NC",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"38.7267,-89.959198",38.7267,-89.959198,"Collinsville,OK",4/28/2022 12:00,23,na,40.5,na,23.3,na,na
"39.2981,-76.604698",39.2981,-76.604698,"Parkville,PA",1/13/2022 6:00,63,na,83,na,na,na,63
"40.743156,-73.585513",40.743156,-73.585513,"Roosevelt,UT",11/7/2022 23:00,22,1.5,41,7,18,na,22
"51.492507,-0.257252",51.492507,-0.257252,"Acton,CA",11/8/2022 4:00,30,0.7,48.5,2.8,27.8,17,30
"38.8577,-77.05922",38.8577,-77.05922,"Washington,IA",11/7/2022 23:00,20,0.1,27,1.5,15.1,11,20
"32.329111,-90.182722",32.329111,-90.182722,"Jackson,WI",11/7/2022 22:00,52,1.2,89,na,16,20,52
"35.9803,-83.9306",35.9803,-83.9306,"Knoxville,IA",11/7/2022 23:00,39,na,73,na,na,na,39
"39.047911,-94.450513",39.047911,-94.450513,"Independence,OH",11/7/2022 22:00,17,2.3,40.2,11,na,na,17
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Centerville,SC",11/7/2022 20:00,15,na,51,11.2,15.2,na,10
"39.2981,-76.604698",39.2981,-76.604698,"Parkville,MO",1/13/2022 6:00,63,na,83,na,na,na,63
"33.96127,-84.06901",33.96127,-84.06901,"Lawrenceville,IL",11/7/2022 22:00,38,na,87.2,na,0.8,14,38
"39.2787,-84.36612",39.2787,-84.36612,"Palmyra,NJ",11/7/2022 23:00,25,na,37,na,na,na,25
"53.46008,-2.472056",53.46008,-2.472056,"Atherton,CA",11/8/2022 4:00,30,na,92.5,0.3,29.7,5,8
"40.85361,14.27167",40.85361,14.27167,"San Lorenzo,PR",8/16/2022 9:00,14,3.6,77.8,16.5,na,14,8
"36.98401,-121.99097",36.98401,-121.99097,"Live Oak,FL",11/7/2022 20:00,7,na,80.3,na,7.3,na,9
"39.114399,-77.106903",39.114399,-77.106903,"Rockville,CT",11/7/2022 23:00,17,na,34.5,na,5.6,na,17
"39.8669,-88.9256",39.8669,-88.9256,"Decatur,TX",11/7/2022 22:00,34,na,70,na,15.2,na,34
"43.052351,-76.059185",43.052351,-76.059185,"Syracuse,IN",11/7/2022 23:00,22,na,57,na,16.8,na,22
"41.864329,-87.748826",41.864329,-87.748826,"Oak Ridge,NC",11/7/2022 22:00,13,na,71,na,na,na,13
"43.145021,-77.557608",43.145021,-77.557608,"Rochester,IN",11/7/2022 23:00,23,3,69,3,16.8,na,23
"-12.07053,-77.04317",-12.07053,-77.04317,"San Isidro,PR",11/7/2022 23:00,60,na,80,5.4,na,20,60
"27.785833333333,-82.74",27.78583333,-82.74,"Seminole,OK",9/27/2022 6:00,7,na,95,2.8,6.5,18,39
"-26.270361,28.416005",-26.270361,28.416005,"Springs,NY",11/8/2022 6:00,15,3.7,99,6.7,na,6,15
"54.304676,10.135158",54.304676,10.135158,"Kiel,WI",11/8/2022 3:00,31,na,93,4.3,na,11,31
"39.055302,-76.878304",39.055302,-76.878304,"Calverton,NY",11/7/2022 23:00,12,2.3,37.5,20.2,12.1,na,na
"45.528501,-122.972398",45.528501,-122.972398,"Hillsboro,IL",11/7/2022 20:00,22,na,99,na,na,na,22
"44.9594,-93.0356",44.9594,-93.0356,"Oakdale,NY",11/7/2022 22:00,5,na,60,na,na,na,5
"43.2500208,-79.8660914",43.2500208,-79.8660914,"Hamilton,MT",11/7/2022 23:00,17,1.8,71,8.4,12.1,na,17
"41.171398,-73.195297",41.171398,-73.195297,"Stratford,NJ",11/7/2022 23:00,15,na,45,na,na,na,15
"52.9364915,9.0753464",52.9364915,9.0753464,"Bremen,GA",11/8/2022 5:00,20,na,83.6,2.3,19.5,9,na
"40.002734,-82.994404",40.002734,-82.994404,"Franklin,CA",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"38.66121,-121.73269",38.66121,-121.73269,"Woodland,WA",11/7/2022 20:00,27,na,82,na,27.2,na,13
"40.64144,-74.20836",40.64144,-74.20836,"Union,OH",11/7/2022 23:00,27,2.3,30,4.7,1,na,27
"32.8200608,-96.8601165",32.8200608,-96.8601165,"University Park,IL",11/7/2022 22:00,9,1.2,92.4,4.6,8.8,15,9
"40.72102,-74.1928",40.72102,-74.1928,"Milford,OH",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"40.867985,-73.87808",40.867985,-73.87808,"Mount Vernon,IN",11/7/2022 22:00,25,0.9,48,15.2,28.9,na,25
"42.219002,-8.742058",42.219002,-8.742058,"San Martin,CA",11/8/2022 4:00,28,1,86.3,0.7,27.7,8,10
"40.002734,-82.994404",40.002734,-82.994404,"Columbus,WI",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"40.812558,-96.675733",40.812558,-96.675733,"Lincoln,AL",11/7/2022 22:00,5,na,45,na,na,na,5
"24.469159,39.622603",24.469159,39.622603,"Medina,MN",2/27/2022 11:18,18,8,18,3,18,8,na
"40.246992,-76.846988",40.246992,-76.846988,"Harrisburg,SD",11/7/2022 22:00,13,na,19,3.8,20,7,13
"39.758235,-84.197375",39.758235,-84.197375,"Dayton,MN",11/7/2022 23:00,34,na,38,na,na,na,34
"54.59965,-5.928833",54.59965,-5.928833,"Belfast,ME",11/8/2022 4:00,30,na,81,1.4,0.9,12,30
"41.171398,-73.195297",41.171398,-73.195297,"Bridgeport,TX",11/7/2022 23:00,15,na,45,na,na,na,15
"38.8577,-77.05922",38.8577,-77.05922,"Belle Haven,VA",11/7/2022 23:00,20,0.1,27,1.5,15.1,11,20
"21.42463611,39.82916667",21.42463611,39.82916667,"Mecca,CA",2/27/2022 11:18,37,10,50,6,13,37,na
"37.48293,-122.20348",37.48293,-122.20348,"Belmont,VA",11/7/2022 20:00,28,2.3,79,2.2,28.1,na,5
"25.7493469,-100.2868973",25.7493469,-100.2868973,"Guadalupe,AZ",11/7/2022 21:00,50,20.9,88.5,8.2,10.4,45,50
"36.522823188657,-6.2251698914053",36.52282319,-6.225169891,"Puerto Real,PR",11/8/2022 4:00,14,0.1,93,2.8,14.3,4,44
"45.528501,-122.972398",45.528501,-122.972398,"Hillsboro,OH",11/7/2022 20:00,22,na,99,na,na,na,22
"43.2500208,-79.8660914",43.2500208,-79.8660914,"Hamilton,AL",11/7/2022 23:00,17,1.8,71,8.4,12.1,na,17
"40.743156,-73.585513",40.743156,-73.585513,"Bethel,AK",11/7/2022 23:00,22,1.5,41,7,18,na,22
"42.930521,-72.272332",42.930521,-72.272332,"Keene,TX",11/7/2022 23:00,24,na,53,na,24.1,na,13
"34.051102,-81.154999",34.051102,-81.154999,"Green Hill,TN",8/31/2020 8:00,155,na,87.5,na,na,na,155
"39.0217,-84.4744",39.0217,-84.4744,"Rossford,OH",11/7/2022 23:00,23,na,37,na,1.6,na,23
"42.77077,-71.102259",42.77077,-71.102259,"Lawrence,NY",11/7/2022 22:00,30,2.3,42.6,1.1,27.2,na,30
"47.1401,-122.3004",47.1401,-122.3004,"South Hill,NY",11/24/2020 11:00,3,na,74.5,na,na,na,3
"41.6175,-87.1992",41.6175,-87.1992,"Portage,PA",11/7/2022 22:00,21,na,83,na,20.8,na,11
"40.72102,-74.1928",40.72102,-74.1928,"Milford,MI",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"44.219722,-76.521111",44.219722,-76.521111,"Kingston,RI",11/7/2022 23:00,14,na,69,2.8,13.6,na,9
"41.463071,-82.114261",41.463071,-82.114261,"Avon,CO",9/27/2021 12:00,28,na,49,na,na,na,28
"36.33252,-119.29095",36.33252,-119.29095,"Buena Vista,VA",12/15/2021 9:00,30,na,79,6.5,15.2,7,30
"34.06653,-118.22676",34.06653,-118.22676,"Silver Lake,NC",11/7/2022 20:00,22,2.3,91,4.8,22.4,5,11
"40.72102,-74.1928",40.72102,-74.1928,"Irvington,NY",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"35.65188,-87.0096",35.65188,-87.0096,"Columbia,MS",11/7/2022 22:00,17,na,95,na,na,na,17
"-33.872468,151.213337",-33.872468,151.213337,"Sidney,MT",11/8/2022 14:00,14,1.2,59,7.5,13.6,5,6
"42.2211,-88.2411",42.2211,-88.2411,"Crystal Lake,FL",11/7/2022 22:00,39,na,80,na,13.6,na,39
"37.179005689686,-113.30510046381",37.17900569,-113.3051005,"Hurricane,WV",11/7/2022 21:00,27,na,36,8.4,27.2,na,12
"44.706123,-93.285803",44.706123,-93.285803,"Savage,MD",11/7/2022 22:00,25,2.3,73,7.4,na,na,25
"41.171398,-73.195297",41.171398,-73.195297,"Bridgeport,MI",11/7/2022 23:00,15,na,45,na,na,na,15
"44.943114,-123.005934",44.943114,-123.005934,"Salem,IN",11/7/2022 20:00,13,na,99,na,na,na,13
"31.3492,-109.539683",31.3492,-109.539683,"Douglas,WY",11/7/2022 21:00,29,na,43.7,na,na,29,na
"35.638599,-77.358002",35.638599,-77.358002,"Greenville,IL",11/7/2022 23:00,30,na,88,na,na,na,30
"32.054607,36.086468",32.054607,36.086468,"Jordan,MN",11/8/2022 3:00,27,25.4,62,20,na,27,na
"40.867985,-73.87808",40.867985,-73.87808,"Mount Vernon,IA",11/7/2022 22:00,25,0.9,48,15.2,28.9,na,25
"42.267002,-89.08917",42.267002,-89.08917,"Rockford,MI",11/7/2022 22:00,28,na,69,na,na,na,28
"39.934635,-75.126126",39.934635,-75.126126,"Wharton,NJ",11/7/2022 23:00,33,1.2,26.6,3.8,32.8,na,2
"44.817398,-68.772762",44.817398,-68.772762,"Sunbury,OH",11/7/2022 22:00,5,na,45,na,na,na,5
"36.0487,-115.05294",36.0487,-115.05294,"Henderson,TN",5/18/2021 5:00,24,0.1,25.7,8.1,15.5,24,24
"39.146025,-84.538375",39.146025,-84.538375,"White Oak,TX",11/7/2022 23:00,44,6.7,36.6,33.4,na,na,44
"40.736251,-73.821655",40.736251,-73.821655,"Forest Hills,PA",11/7/2022 22:00,18,1.5,34.3,7,27.2,na,18
"40.9958,-80.3467",40.9958,-80.3467,"New Castle,CO",11/7/2022 22:00,31,na,65,10.2,4.8,19,31
"37.55652,-77.40027",37.55652,-77.40027,"Richmond,MI",11/7/2022 22:00,64,0.1,46,7.1,8.2,28,64
"47.38614,-122.23195",47.38614,-122.23195,"Fairwood,MD",11/7/2022 22:00,38,na,92,na,na,na,38
"36.1022,-119.56564",36.1022,-119.56564,"Corcoran,MN",11/7/2022 20:00,21,na,82,na,na,7,21
"36.33252,-119.29095",36.33252,-119.29095,"Buena Vista,MI",12/15/2021 9:00,30,na,79,6.5,15.2,7,30
"-33.682778,150.903611",-33.682778,150.903611,"Glenwood,IA",11/8/2022 14:00,23,1.2,46.3,1,23.3,16,9
"44.80353,-106.961763",44.80353,-106.961763,"Sheridan,CO",9/18/2018 7:00,16,na,41.7,9.3,4.8,16,5
"41.3011,-72.9028",41.3011,-72.9028,"Branford Center,CT",11/7/2022 23:00,22,1,44.6,1,15.5,22,17
"32.4069,-86.2564",32.4069,-86.2564,"Montgomery,PA",11/7/2022 22:00,34,na,85,na,na,na,34
"41.875,-90.177498",41.875,-90.177498,"Clinton,IN",11/7/2022 20:00,22,na,64,na,na,na,22
"38.0133,-87.5772",38.0133,-87.5772,"Evansville,WI",11/7/2022 22:00,25,na,37,2.2,24.8,17,21
"39.047911,-94.450513",39.047911,-94.450513,"Independence,IA",11/7/2022 22:00,17,2.3,40.2,11,na,na,17
"-33.872468,151.213337",-33.872468,151.213337,"Sidney,NE",11/8/2022 14:00,14,1.2,59,7.5,13.6,5,6
"40.28308,-74.74264",40.28308,-74.74264,"Princeton,KY",11/7/2022 23:00,30,na,34.5,1.9,30.4,na,28
"39.41,-76.2967",39.41,-76.2967,"Edgewood,NM",11/7/2022 23:00,34,na,49.3,na,na,na,34
"42.263877,-71.794186",42.263877,-71.794186,"Shrewsbury,MO",11/7/2022 22:00,27,2.3,36.6,1,27.2,na,21
"34.10367,-117.62906",34.10367,-117.62906,"Ontario,OH",11/7/2022 20:00,6,1.6,86,7.5,0.1,6,6
"33.99952,-117.41595",33.99952,-117.41595,"Riverside,MD",11/7/2022 20:00,19,1.2,97.3,2.5,19.2,1,5
"40.64144,-74.20836",40.64144,-74.20836,"Union,KY",11/7/2022 23:00,27,2.3,30,4.7,1,na,27
"41.530011,-90.587611",41.530011,-90.587611,"Davenport,FL",11/7/2022 21:00,30,0.1,70,na,19.6,18,30
"45.496640911,-122.60287735",45.49664091,-122.6028774,"Portland,IN",11/7/2022 17:00,24,1.2,94.5,3.6,23.8,na,9
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Williamsburg,KY",11/7/2022 23:00,25,4.8,35,16.6,98.1,na,25
"40.743156,-73.585513",40.743156,-73.585513,"Baldwin,WI",11/7/2022 23:00,22,1.5,41,7,18,na,22
"44.219722,-76.521111",44.219722,-76.521111,"Kingston,TN",11/7/2022 23:00,14,na,69,2.8,13.6,na,9
"35.9919,-78.8964",35.9919,-78.8964,"Durham,CA",11/7/2022 23:00,34,na,91.4,na,na,16,34
"38.288191,-85.741337",38.288191,-85.741337,"Louisville,MS",11/7/2022 23:00,27,na,38,na,na,na,27
"34.1992,-118.53275",34.1992,-118.53275,"North Hills,NY",11/7/2022 20:00,25,3.4,87,12.6,9.6,na,25
"32.090457,-81.130378",32.090457,-81.130378,"Savannah,TX",11/7/2022 22:00,44,na,93,na,na,27,44
"36.1397,-115.17565",36.1397,-115.17565,"Paradise,CA",5/18/2021 5:00,40,0.1,32.5,6.3,11.8,33,40
"40.743156,-73.585513",40.743156,-73.585513,"Mineola,TX",11/7/2022 23:00,22,1.5,41,7,18,na,22
"-33.79944,150.99778",-33.79944,150.99778,"Granville,OH",11/8/2022 14:00,22,2.3,53.1,1,22.4,9,15
"42.2575385,-83.2110375",42.2575385,-83.2110375,"Taylor,PA",11/7/2022 23:00,26,3.4,55.6,na,8.8,na,26
"37.28342,-79.88452",37.28342,-79.88452,"Roanoke,AL",11/7/2022 23:00,18,0.1,46,1.3,17.1,na,18
"26.593888888889,-80.058611111111",26.59388889,-80.05861111,"Greenacres,CA",11/7/2022 20:00,40,na,69,na,15.1,23,40
"42.211674,-71.113864",42.211674,-71.113864,"Norwood,PA",11/7/2022 22:00,31,2.3,44,1,31.2,na,13
"27.113443,114.992509",27.113443,114.992509,"Luling,TX",11/8/2022 12:00,112,4.6,61,11.9,34.6,52,112
"33.569166666667,-112.19138888889",33.56916667,-112.1913889,"Glendale,MO",11/7/2022 21:00,33,15.6,25,31.5,0.8,28,33
"39.8356,-75.3725",39.8356,-75.3725,"Chester,NY",11/7/2022 22:00,18,na,37,3.8,9.6,na,18
"38.75961,-94.57983",38.75961,-94.57983,"Belton,SC",11/7/2022 22:00,5,na,94,na,29.6,na,5
"52.42031944,16.87728889",52.42031944,16.87728889,"Posen,IL",11/8/2022 5:00,46,0.1,90.9,12.6,7.4,11,46
"51.5073509,-0.1277583",51.5073509,-0.1277583,"Chelsea,MI",11/8/2022 4:00,46,1.9,80,1.9,19.1,15,46
"39.10465,-94.57055",39.10465,-94.57055,"Greenwood,MO",11/7/2022 22:00,25,na,32,3.5,na,20,25
"46.951111111111,7.4408333333333",46.95111111,7.440833333,"Berne,IN",11/8/2022 5:00,6,na,100,5.2,6.1,5,1
"40.33733,-76.383446",40.33733,-76.383446,"Lebanon,KY",11/7/2022 22:00,30,na,34.7,3.8,29.6,8,13
"39.366386409731,22.94306374023",39.36638641,22.94306374,"Volo,IL",11/8/2022 5:00,61,na,94.5,na,na,28,61
"50.37167,-4.142361",50.37167,-4.142361,"Plymouth,PA",11/8/2022 4:00,57,na,95.5,1.4,33.3,31,57
"42.211674,-71.113864",42.211674,-71.113864,"Norwood,NJ",11/7/2022 22:00,31,2.3,44,1,31.2,na,13
"40.28308,-74.74264",40.28308,-74.74264,"Trenton,MO",11/7/2022 23:00,30,na,34.5,1.9,30.4,na,28
"40.85355,-73.9661",40.85355,-73.9661,"Fort Lee,VA",11/7/2022 23:00,12,1.2,42.5,8.4,1,na,12
"38.77335,-77.10468",38.77335,-77.10468,"Fort Washington,PA",11/7/2022 23:00,20,0.1,29,1.5,13.9,11,20
"47.600863,-122.148397",47.600863,-122.148397,"Bellevue,KY",11/7/2022 22:00,9,na,91.3,na,na,na,9
"40.4211798,-79.7881024",40.4211798,-79.7881024,"Monroeville,AL",1/5/2016 17:00,-,na,53,na,1,na,na
"41.594427,-87.495044",41.594427,-87.495044,"Highland,NY",11/7/2022 22:00,26,na,73,na,na,na,26
