lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
"40.63306,-74.137156",40.63306,-74.137156,"Clarendon,AR",11/8/2022 0:00,22,na,49,na,12.8,na,22
"32.4069,-86.2564",32.4069,-86.2564,"Montgomery,TX",11/8/2022 0:00,30,na,86.6,na,na,na,30
"46.193654,6.214178",46.193654,6.214178,"Geneva,IN",11/4/2022 3:00,-,na,96.5,1.3,1,na,28
"44.427783966,12.186494827",44.42778397,12.18649483,"Ravenna,NE",11/6/2022 23:00,65,0.1,94.4,26.6,21.2,15,65
"49.1328,-122.6942",49.1328,-122.6942,"Walnut Grove,GA",11/7/2022 22:00,14,0.1,76.6,1.5,10.7,na,14
"44.80353,-106.961763",44.80353,-106.961763,"Sheridan,CA",9/18/2018 7:00,16,na,41.7,9.3,4.8,16,5
"40.72698,-73.89312",40.72698,-73.89312,"Woodville,WI",11/8/2022 0:00,28,na,41,na,na,na,28
"41.094965,-85.101816",41.094965,-85.101816,"Frenchtown,NJ",9/30/2021 8:00,27,na,47,na,15.2,na,27
"40.4211798,-79.7881024",40.4211798,-79.7881024,"Monroeville,OH",1/5/2016 17:00,-,na,53,na,1,na,na
"36.10638,-115.25333",36.10638,-115.25333,"Spring Valley,WI",5/18/2021 5:00,23,0.1,28.7,6.3,9,19,23
"42.3584308,-71.0597732",42.3584308,-71.0597732,"Winthrop,MN",11/8/2022 1:00,25,2.3,47.6,7.5,24.8,na,17
"36.5144,-87.3278",36.5144,-87.3278,"Clarksville,IA",11/8/2022 0:00,30,na,51.6,na,na,na,30
"33.410277777778,-111.865",33.41027778,-111.865,"Hayden,AL",11/7/2022 23:00,62,8.9,22,na,3.2,43,62
"40.4211798,-79.7881024",40.4211798,-79.7881024,"Monroeville,IN",1/5/2016 17:00,-,na,53,na,1,na,na
"41.771444,-72.679923",41.771444,-72.679923,"Hartford,IL",11/8/2022 1:00,20,1,40,1,na,17,20
"35.6075,-82.5833",35.6075,-82.5833,"Morristown,IN",11/8/2022 1:00,30,na,94,na,na,na,30
"45.470501,9.19746075",45.470501,9.19746075,"Milan,OH",11/5/2022 23:00,59,0.1,74,28.4,na,22,59
"40.800797,-81.372853",40.800797,-81.372853,"New Berlin,IL",11/8/2022 1:00,35,na,49.5,na,na,na,35
"41.171398,-73.195297",41.171398,-73.195297,"Bridgeport,NY",11/8/2022 1:00,20,na,54,na,na,na,20
"-27.5358,152.9934",-27.5358,152.9934,"Forest Lake,IL",11/8/2022 16:00,45,na,59.8,2.8,8.6,14,45
"32.6563574,-97.0885849",32.6563574,-97.0885849,"Arlington,GA",11/8/2022 0:00,6,na,94,11.2,6.4,na,na
"44.30738,-88.39509",44.30738,-88.39509,"Appleton,MN",11/8/2022 0:00,18,na,76,na,18.1,na,18
"42.642253,-73.754576",42.642253,-73.754576,"Troy,TN",11/8/2022 0:00,23,2.3,61,na,2,na,23
"28.090277777778,-82.700833333333",28.09027778,-82.70083333,"Sutherland,NE",11/7/2022 20:00,30,2.5,83.5,1,13.9,na,30
"42.3584308,-71.0597732",42.3584308,-71.0597732,"Boston,GA",11/8/2022 1:00,25,2.3,47.6,7.5,24.8,na,17
"32.6563574,-97.0885849",32.6563574,-97.0885849,"Arlington,NE",11/8/2022 0:00,6,na,94,11.2,6.4,na,na
"46.8183,-92.0892",46.8183,-92.0892,"Duluth,WA",11/8/2022 0:00,18,na,78,na,17.6,na,4
"40.85361,14.27167",40.85361,14.27167,"Naples,TX",8/16/2022 9:00,14,3.6,77.8,16.5,na,14,8
"42.93257,-87.93434",42.93257,-87.93434,"Greenfield,MO",11/8/2022 0:00,18,1.5,65,1.9,21.3,8,18
"-33.79944,150.99778",-33.79944,150.99778,"Granville,IL",11/8/2022 16:00,21,1.2,55,1,20.8,9,7
"40.662774119801,-111.90180620685",40.66277412,-111.9018062,"Taylorsville,KY",11/7/2022 23:00,25,0.5,41.8,4.7,24.8,na,22
"40.72102,-74.1928",40.72102,-74.1928,"Bloomfield,NY",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"41.492191,-81.678552",41.492191,-81.678552,"Cleveland,AL",11/8/2022 0:00,18,1.2,67,1.9,18.4,12,na
"38.288191,-85.741337",38.288191,-85.741337,"Louisville,NE",11/8/2022 1:00,28,na,42.3,na,na,na,28
"41.23172,-80.80116",41.23172,-80.80116,"Warren,IL",11/7/2022 12:00,9,na,46.6,na,na,na,9
"39.047911,-94.450513",39.047911,-94.450513,"Independence,WI",11/8/2022 0:00,13,2.3,47.8,10.9,na,na,13
"47.600863,-122.148397",47.600863,-122.148397,"Bellevue,MI",11/8/2022 0:00,15,na,93.5,na,na,na,15
"32.054607,36.086468",32.054607,36.086468,"Jordan,NY",11/8/2022 3:00,27,25.4,62,20,na,27,na
"40.13623485066,-111.66015852648",40.13623485,-111.6601585,"Springville,VA",11/7/2022 23:00,20,na,64,9.3,16.8,na,20
"41.656944,-85.96833",41.656944,-85.96833,"Elkhart,TX",11/8/2022 1:00,13,na,78.5,na,na,na,13
"33.403055555556,-112.07527777778",33.40305556,-112.0752778,"Central City,IA",11/7/2022 23:00,61,8.9,50,4.7,19.2,56,61
"45.013611,-93.272049",45.013611,-93.272049,"Golden Valley,NV",11/8/2022 0:00,5,na,66,na,na,5,na
"43.52965,-79.862449",43.52965,-79.862449,"Milton,NY",11/8/2022 1:00,17,na,82,9.3,8,na,17
"50.1220323,8.6471212",50.1220323,8.6471212,"Frankfort,MI",11/8/2022 7:00,34,0.1,100,22.9,13,10,34
"45.735351083786,4.829801108221",45.73535108,4.829801108,"Lyons,OR",11/2/2022 9:00,28,na,74.5,9.4,0.6,na,28
"37.6875,-121.7842",37.6875,-121.7842,"Livermore,KY",11/7/2022 22:00,27,na,66,1,27.2,na,5
"53.76559,-2.680353",53.76559,-2.680353,"Preston,MN",11/8/2022 6:00,29,na,87,4.6,28.5,9,21
"44.089355,-70.214134",44.089355,-70.214134,"Lewiston,MI",11/8/2022 1:00,17,na,42,na,na,na,17
"39.114399,-77.106903",39.114399,-77.106903,"Wheaton,MN",11/8/2022 1:00,17,na,33,na,5.6,na,17
"44.476101,-73.210297",44.476101,-73.210297,"Colchester,IL",11/8/2022 1:00,13,na,45,na,na,na,13
"42.8864468,-78.8783689",42.8864468,-78.8783689,"Buffalo,OK",11/8/2022 1:00,25,2.5,74,11.5,20,na,25
"44.943114,-123.005934",44.943114,-123.005934,"Salem,SD",11/7/2022 22:00,55,na,99,na,na,na,55
"40.012969,-105.267212",40.012969,-105.267212,"Boulder,MT",11/7/2022 23:00,25,1.9,61,9.2,14,25,21
"43.770585907976,11.271415330415",43.77058591,11.27141533,"Florence,TX",11/6/2022 23:00,42,0.1,100,34.8,na,20,42
"44.427783966,12.186494827",44.42778397,12.18649483,"Ravenna,MI",11/6/2022 23:00,65,0.1,94.4,26.6,21.2,15,65
"35.151588,-89.85022",35.151588,-89.85022,"Germantown,IL",11/8/2022 0:00,41,na,88,na,16.8,na,41
"40.83606,-73.92009",40.83606,-73.92009,"Mount Hope,WV",11/8/2022 0:00,26,1.4,40,15.2,32,na,26
"31.768319,35.21371",31.768319,35.21371,"Palestine,IL",11/8/2022 8:00,54,9.2,7.5,8.1,19.2,39,54
"40.46218,-74.42944",40.46218,-74.42944,"Somerset,MD",11/8/2022 1:00,26,2.3,45.5,1,26.4,na,20
"42.9633599,-85.6680863",42.9633599,-85.6680863,"Wyoming,IL",11/7/2022 23:00,35,4.8,72,7.5,11.2,14,35
"42.8864468,-78.8783689",42.8864468,-78.8783689,"Buffalo,IA",11/8/2022 1:00,25,2.5,74,11.5,20,na,25
"27.1725,-80.240555555556",27.1725,-80.24055556,"Stuart,VA",11/7/2022 20:00,35,na,54,na,15.1,na,35
"34.6917,-86.591698",34.6917,-86.591698,"Huntsville,TN",11/8/2022 0:00,33,na,95,na,na,na,33
"19.294298341379,-99.655297086786",19.29429834,-99.65529709,"Toluca,IL",11/7/2022 23:00,95,11.1,81,27.8,5.6,66,95
"40.6041,-74.27517",40.6041,-74.27517,"Westfield,WI",11/8/2022 0:00,25,2.3,40,0.1,1,na,25
"42.8864468,-78.8783689",42.8864468,-78.8783689,"Buffalo,WV",11/8/2022 1:00,25,2.5,74,11.5,20,na,25
"29.2544736,-94.8612886",29.2544736,-94.8612886,"Galveston,IN",11/7/2022 23:00,25,na,90.5,4.6,20,na,25
"37.10373,-76.38701",37.10373,-76.38701,"Hampton,AR",11/8/2022 1:00,27,0.1,66,0.9,15.9,15,27
"43.098908,-75.22507",43.098908,-75.22507,"Utica,SC",11/8/2022 0:00,31,na,75,na,na,na,31
"37.95075,-121.26897",37.95075,-121.26897,"Stockton,KS",11/5/2021 10:00,42,2.4,55,6.5,16.8,15,42
"26.2262097,-98.291069",26.2262097,-98.291069,"Mission,SD",11/7/2022 23:00,15,na,89.5,na,15.2,na,9
"40.72102,-74.1928",40.72102,-74.1928,"Bloomfield,PA",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"42.33155,-122.880266",42.33155,-122.880266,"Medford,MN",11/7/2022 0:00,-,na,93,na,na,na,9
"45.528501,-122.972398",45.528501,-122.972398,"Hillsboro,MS",11/7/2022 22:00,23,na,99,na,na,na,23
"37.936,-122.0262",37.936,-122.0262,"Pleasant Hill,OH",11/7/2022 22:00,23,2.3,75.4,1.2,23.3,na,13
"41.875,-90.177498",41.875,-90.177498,"Clinton,KY",11/7/2022 22:00,31,na,74,na,na,na,31
"38.53455,-121.7734",38.53455,-121.7734,"Dickson,OK",11/7/2022 22:00,20,na,91,2.9,20,na,1
"26.2262097,-98.291069",26.2262097,-98.291069,"Alton,IA",11/7/2022 23:00,15,na,89.5,na,15.2,na,9
"22.611968,88.347422",22.611968,88.347422,"Bally,PA",11/8/2022 12:00,169,8.6,54.64,12.9,7.3,103,169
"40.662774119801,-111.90180620685",40.66277412,-111.9018062,"Taylorsville,MS",11/7/2022 23:00,25,0.5,41.8,4.7,24.8,na,22
"41.463071,-82.114261",41.463071,-82.114261,"Black River,NY",9/27/2021 12:00,28,na,49,na,na,na,28
"30.260277777778,-81.453611111111",30.26027778,-81.45361111,"Palm Valley,TX",11/8/2022 0:00,23,1.9,82,0.5,13.9,23,27
"45.470191,-122.816411",45.470191,-122.816411,"Bethany,IL",11/7/2022 22:00,15,na,96,na,na,na,15
"29.686389,-95.294722",29.686389,-95.294722,"Houston,PA",11/8/2022 0:00,3,na,90.9,10.7,3.2,na,na
"42.2211,-88.2411",42.2211,-88.2411,"Algonquin,MD",11/8/2022 0:00,33,na,85,na,12.8,na,33
"42.642253,-73.754576",42.642253,-73.754576,"Troy,PA",11/8/2022 0:00,23,2.3,61,na,2,na,23
"43.7775,-91.2269",43.7775,-91.2269,"La Crosse,KS",11/8/2022 0:00,25,na,67.5,na,na,na,25
"40.72102,-74.1928",40.72102,-74.1928,"Newark,TX",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"45.1425,-93.2139",45.1425,-93.2139,"Coon Rapids,IA",11/8/2022 0:00,15,2.3,74,2.7,15.2,5,9
"42.7325,23.298611",42.7325,23.298611,"Sophia,WV",11/8/2022 8:00,49,na,71.5,17.8,0.6,49,na
"31.87952,-110.99644",31.87952,-110.99644,"Green Valley,SD",11/7/2022 23:00,34,2.1,40.3,1.7,34.4,8,25
"39.0242,-95.7114",39.0242,-95.7114,"Topeka,IN",11/8/2022 0:00,23,na,40,na,23.3,15,18
"39.114399,-77.106903",39.114399,-77.106903,"Redland,TX",11/8/2022 1:00,17,na,33,na,5.6,na,17
"33.83061,-117.9385",33.83061,-117.9385,"Fullerton,NE",11/7/2022 20:00,16,7.8,93,24.4,0.1,1,16
"29.5877306,-98.3124785",29.5877306,-98.3124785,"Converse,IN",10/30/2016 1:00,-,na,88.6,3.8,18.4,na,29
"38.065,-84.5",38.065,-84.5,"Lexington,TX",11/8/2022 0:00,15,na,39.5,na,na,na,15
"40.580254,-74.198295",40.580254,-74.198295,"Rossville,IL",11/8/2022 0:00,35,na,46,na,12.8,na,35
"-26.662851,28.584703",-26.662851,28.584703,"Balfour,NC",11/8/2022 8:00,22,1.8,96.4,2.5,22.1,4,na
"48.441942,-123.363165",48.441942,-123.363165,"Victoria,KS",11/7/2022 22:00,25,0.1,94,0.2,11.2,na,25
"41.23172,-80.80116",41.23172,-80.80116,"Warren,IN",11/7/2022 12:00,9,na,46.6,na,na,na,9
"47.38614,-122.23195",47.38614,-122.23195,"Auburn,KS",11/8/2022 0:00,50,na,93,na,na,na,50
"44.647175,-63.573689",44.647175,-63.573689,"Halifax,VA",11/8/2022 2:00,18,na,61,na,na,na,18
"38.2286,-85.6544",38.2286,-85.6544,"Newburg,WI",11/8/2022 1:00,20,2.3,34,8.5,20,12,18
"41.875,-90.177498",41.875,-90.177498,"Clinton,OH",11/7/2022 22:00,31,na,74,na,na,na,31
"50.546111111111,9.68",50.54611111,9.68,"Fulda,MN",11/8/2022 7:00,27,0.1,78.3,na,3.1,8,27
"-32.93118,151.7596",-32.93118,151.7596,"Newcastle,CA",11/8/2022 16:00,10,na,78,2.8,na,10,1
"49.419552777873,8.6766638893551",49.41955278,8.676663889,"Heidelberg,PA",11/8/2022 7:00,11,na,81,6.9,11,8,23
"41.594427,-87.495044",41.594427,-87.495044,"Highland,MD",11/8/2022 0:00,50,na,73,na,na,na,50
"20.030793,110.328859",20.030793,110.328859,"China,TX",11/8/2022 14:00,25,5.5,94,5.5,25.2,11,25
"52.3758916,9.7320104",52.3758916,9.7320104,"Hanover,OH",11/8/2022 7:00,12,na,86,25.6,11.8,10,na
"33.720192,-84.357056",33.720192,-84.357056,"Marthasville,MO",11/8/2022 0:00,35,na,62,na,25.6,na,35
"43.315111,-79.802639",43.315111,-79.802639,"Burlington,ND",11/8/2022 0:00,13,na,79,8.4,8,na,13
"40.72102,-74.1928",40.72102,-74.1928,"Newark,AR",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"36.98401,-121.99097",36.98401,-121.99097,"Surf City,NJ",11/7/2022 22:00,13,na,81.5,na,12.1,na,13
"30.262347,-93.284906",30.262347,-93.284906,"Charlestown,MD",11/8/2022 0:00,52,na,96,3.9,15,26,52
"40.812558,-96.675733",40.812558,-96.675733,"Lincoln,MO",11/8/2022 0:00,21,na,50.7,na,na,na,21
"42.76138,-84.562867",42.76138,-84.562867,"Waverly,IL",11/5/2022 2:00,52,na,55,1,32.8,na,52
"-37.9135475,144.998",-37.9135475,144.998,"Elwood,KS",11/8/2022 17:00,48,0.7,68.2,3.8,14.5,11,48
"-33.872468,151.213337",-33.872468,151.213337,"Sidney,IL",11/8/2022 16:00,14,1.2,60.1,7.5,13.6,5,6
"37.74306,-122.16994",37.74306,-122.16994,"Ashland,IL",11/7/2022 22:00,25,2.3,82,3.8,24.8,na,21
"46.6588,-112.0131",46.6588,-112.0131,"Helena,MS",11/7/2022 23:00,17,na,81,na,na,na,17
"29.993278,-90.101464",29.993278,-90.101464,"Gretna,VA",11/8/2022 0:00,27,1.2,3,5.6,25,5,27
"41.644067,-83.54625",41.644067,-83.54625,"Toledo,IL",11/8/2022 1:00,30,na,61,na,na,na,30
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Kensington,NY",11/8/2022 0:00,28,4.8,41,16.6,98.1,na,28
"40.72102,-74.1928",40.72102,-74.1928,"Irvington,KY",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"41.578603,-87.557392",41.578603,-87.557392,"Dalton,PA",11/8/2022 0:00,21,na,73,na,na,na,21
"45.81504217,9.06697886",45.81504217,9.06697886,"Como,MS",11/6/2022 23:00,34,0.1,82.7,24.7,20.8,11,34
"40.33950492678,-111.71347993778",40.33950493,-111.7134799,"Battle Creek,NE",11/7/2022 23:00,26,1.4,39,2.8,25.6,24,21
"36.719637446546,-4.4474984960109",36.71963745,-4.447498496,"Malaga,CA",11/8/2022 6:00,49,0.1,71,23.4,1.8,32,49
"44.219722,-76.521111",44.219722,-76.521111,"Kingston,NJ",11/8/2022 1:00,13,na,72,2.8,12.8,na,9
"51.48879,-0.441614",51.48879,-0.441614,"Hayes,LA",11/8/2022 6:00,29,na,93,1.4,29.3,10,25
"37.793635,-122.263356",37.793635,-122.263356,"Oakland,NE",11/7/2022 22:00,21,2.3,76,7.3,na,na,21
"45.470191,-122.816411",45.470191,-122.816411,"Beaverton,MI",11/7/2022 22:00,15,na,96,na,na,na,15
"39.76168,-121.84047",39.76168,-121.84047,"Chico,TX",11/7/2022 21:00,27,2.3,88,1.5,27.2,2,17
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Williamsburg,PA",11/8/2022 0:00,28,4.8,41,16.6,98.1,na,28
"48.2167394444444,16.3809180555556",48.21673944,16.38091806,"Vienna,NJ",11/8/2022 7:00,72,0.1,95.9,13.3,na,25,72
"42.626748,-71.3617",42.626748,-71.3617,"Lowell,OR",1/3/2019 4:00,2,2,86.2,1.9,26.4,na,13
"38.288191,-85.741337",38.288191,-85.741337,"Jeffersonville,OH",11/8/2022 1:00,28,na,42.3,na,na,na,28
"31.93544,35.94458",31.93544,35.94458,"Ama,LA",11/8/2022 2:00,30,na,67,8.7,na,30,na
"40.72102,-74.1928",40.72102,-74.1928,"Milford,IL",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"42.7875235,-86.1089301",42.7875235,-86.1089301,"Holland,TX",11/7/2022 23:00,26,na,77.5,na,8.8,na,26
"-37.8073959,144.97",-37.8073959,144.97,"Coburg,OR",11/8/2022 17:00,17,0.7,80.9,3.8,14.5,11,17
"34.7561,-92.2758",34.7561,-92.2758,"Little Rock,MN",11/8/2022 0:00,22,na,77,na,15.2,na,22
"44.219722,-76.521111",44.219722,-76.521111,"Kingston,IL",11/8/2022 1:00,13,na,72,2.8,12.8,na,9
"29.94475,-89.976263",29.94475,-89.976263,"Terrytown,NE",11/8/2022 0:00,40,1.2,72.5,5.6,25,16,40
"40.28308,-74.74264",40.28308,-74.74264,"Princeton,WI",11/8/2022 1:00,27,na,50,0.1,27.2,na,24
"48.856614,2.3522219",48.856614,2.3522219,"Paris,MO",11/8/2022 4:00,25,0.1,78,26.2,11.4,25,21
"36.5144,-87.3278",36.5144,-87.3278,"Clarksville,VA",11/8/2022 0:00,30,na,51.6,na,na,na,30
"37.70122,-121.90302",37.70122,-121.90302,"Pleasanton,KS",11/7/2022 21:00,5,3.2,80,1.9,na,na,5
"43.12679,5.92194",43.12679,5.92194,"Toulon,IL",11/8/2022 6:00,13,na,80,5.8,11,13,na
"42.642253,-73.754576",42.642253,-73.754576,"Albany,LA",11/8/2022 0:00,23,2.3,61,na,2,na,23
"35.897778,14.489444",35.897778,14.489444,"Malta,IL",11/8/2022 8:00,55,0.1,77,30.2,2.1,20,55
"33.7924,-118.17525",33.7924,-118.17525,"Long Beach,IN",5/5/2022 14:00,56,na,47,na,na,na,56
"30.394166666667,-87.008055555556",30.39416667,-87.00805556,"Midway,LA",11/7/2022 19:00,38,na,93.7,na,5.7,18,38
"-39.638873262,176.85880199271",-39.63887326,176.858802,"Hastings,PA",11/8/2022 19:00,11,na,68,na,na,11,na
"38.650259,-90.350463",38.650259,-90.350463,"Webster,FL",11/8/2022 0:00,28,na,59.5,na,na,na,28
"42.3149367,-83.0363633",42.3149367,-83.0363633,"Windsor,IL",11/8/2022 1:00,25,1.9,66,6.5,12.8,na,25
"33.720192,-84.357056",33.720192,-84.357056,"Whitehall,MT",11/8/2022 0:00,35,na,62,na,25.6,na,35
"51.744806,-1.260278",51.744806,-1.260278,"Oxford,IN",11/8/2022 5:00,25,na,87.5,0.2,na,10,25
"33.99952,-117.41595",33.99952,-117.41595,"Riverside,ID",11/7/2022 22:00,11,2.3,98,9,11.2,4,5
"33.433349,-82.022217",33.433349,-82.022217,"Augusta,KY",11/8/2022 0:00,53,na,88,na,na,19,53
"42.2917069,-85.5872286",42.2917069,-85.5872286,"Bronson,FL",11/7/2022 23:00,66,na,74,na,na,na,66
"33.410277777778,-111.865",33.41027778,-111.865,"Gilbert,IA",11/7/2022 23:00,62,8.9,22,na,3.2,43,62
"-33.682778,150.903611",-33.682778,150.903611,"Kellyville,OK",11/8/2022 16:00,22,1.2,56,1,21.6,18,4
"37.988028,23.727628",37.988028,23.727628,"Athena,OR",11/8/2022 8:00,93,na,81,29.8,na,41,93
"43.406667,-3.883333",43.406667,-3.883333,"Camargo,KY",11/8/2022 6:00,24,0.1,69.8,0.5,24.4,6,na
"49.1328,-122.6942",49.1328,-122.6942,"Langley,WA",11/7/2022 22:00,14,0.1,76.6,1.5,10.7,na,14
"37.793635,-122.263356",37.793635,-122.263356,"Oakland,OK",11/7/2022 22:00,21,2.3,76,7.3,na,na,21
"39.10465,-94.57055",39.10465,-94.57055,"Greenwood,DE",11/8/2022 0:00,19,na,42,5.7,na,19,10
"38.8577,-77.05922",38.8577,-77.05922,"Washington,WV",11/8/2022 1:00,18,0.1,29,1.9,13.9,10,18
"37.74306,-122.16994",37.74306,-122.16994,"Lorenzo,TX",11/7/2022 22:00,25,2.3,82,3.8,24.8,na,21
"40.13623485066,-111.66015852648",40.13623485,-111.6601585,"Springville,IA",11/7/2022 23:00,20,na,64,9.3,16.8,na,20
"59.96903,30.28451",59.96903,30.28451,"Petersburg,TX",7/23/2020 13:00,5,2.3,81.1,18.6,29.4,1,5
"37.55652,-77.40027",37.55652,-77.40027,"Mechanicsville,IA",11/8/2022 0:00,24,0.1,35,3.2,13.9,14,24
"30.394166666667,-87.008055555556",30.39416667,-87.00805556,"Midway,AR",11/7/2022 19:00,38,na,93.7,na,5.7,18,38
"59.96903,30.28451",59.96903,30.28451,"Petersburg,MI",7/23/2020 13:00,5,2.3,81.1,18.6,29.4,1,5
"38.1935,-85.7121",38.1935,-85.7121,"Lone Oak,TN",11/8/2022 1:00,58,2.3,40,10,na,23,58
"53.862236999962,10.673320000237",53.862237,10.67332,"Lubeck,WV",11/8/2022 5:00,7,na,87,12.9,na,7,7
"41.530011,-90.587611",41.530011,-90.587611,"Rock Island,WA",11/7/2022 23:00,43,0.1,74,na,16.1,22,43
"40.580254,-74.198295",40.580254,-74.198295,"Rossville,KS",11/8/2022 0:00,35,na,46,na,12.8,na,35
"47.18631,-122.45154",47.18631,-122.45154,"Lake Park,IA",11/7/2022 22:00,30,na,97,na,na,na,30
"40.46218,-74.42944",40.46218,-74.42944,"New Market,AL",11/8/2022 1:00,26,2.3,45.5,1,26.4,na,20
"38.065,-84.5",38.065,-84.5,"Lexington,MI",11/8/2022 0:00,15,na,39.5,na,na,na,15
"43.2500208,-79.8660914",43.2500208,-79.8660914,"Hamilton,GA",11/8/2022 1:00,25,1.5,78,8.4,9.6,na,25
"34.1992,-118.53275",34.1992,-118.53275,"Chatsworth,IL",11/7/2022 22:00,46,3.4,87,13.8,7.3,na,46
"33.403055555556,-112.07527777778",33.40305556,-112.0752778,"Central City,IL",11/7/2022 23:00,61,8.9,51.5,4.7,19.2,56,61
"5.384388,100.3896169",5.384388,100.3896169,"Georgetown,CO",11/8/2022 14:00,48,na,79,na,na,na,na
"32.805408,-83.543521",32.805408,-83.543521,"Macon,IL",3/10/2022 13:00,43,na,59,na,27.2,na,43
"27.864166666667,-82.384166666667",27.86416667,-82.38416667,"Riverview,SC",11/8/2022 0:00,30,2.5,87,1,12.2,17,30
"45.806357,-108.426551",45.806357,-108.426551,"Billings,MO",11/7/2022 23:00,35,na,86,na,na,na,35
"37.936,-122.0262",37.936,-122.0262,"Walnut Creek,OH",11/7/2022 22:00,23,2.3,75.4,1.2,23.3,na,13
"41.594427,-87.495044",41.594427,-87.495044,"Highland,AR",11/8/2022 0:00,50,na,73,na,na,na,50
"53.378622,-1.478096",53.378622,-1.478096,"Sheffield,IA",11/8/2022 6:00,26,na,96,1.4,25.6,9,25
"41.063526,-81.468956",41.063526,-81.468956,"Akron,IN",11/8/2022 1:00,51,na,60,na,na,na,51
"42.267002,-89.08917",42.267002,-89.08917,"Rockford,OH",11/8/2022 0:00,39,na,80,na,na,na,39
"55.85917,-4.258889",55.85917,-4.258889,"Glasgow,VA",11/8/2022 6:00,26,na,89.6,3.3,26.1,3,14
"-37.9135475,144.998",-37.9135475,144.998,"Elwood,UT",11/8/2022 17:00,48,0.7,68.2,3.8,14.5,11,48
"42.474671,-70.971358",42.474671,-70.971358,"Peabody,KS",11/8/2022 1:00,24,1.2,45.7,1.1,24.1,na,17
"39.2981,-76.604698",39.2981,-76.604698,"Jonestown,MS",1/13/2022 6:00,63,na,83,na,na,na,63
"40.28308,-74.74264",40.28308,-74.74264,"Princeton,MO",11/8/2022 1:00,27,na,50,0.1,27.2,na,24
"36.1767,-86.7386",36.1767,-86.7386,"Nashville,IN",11/6/2022 22:00,-,na,74.4,na,na,na,36
"57.481308,-4.241451",57.481308,-4.241451,"Inverness,CA",11/8/2022 6:00,4,na,82,1.6,27,2,4
"38.288191,-85.741337",38.288191,-85.741337,"Louisville,IL",11/8/2022 1:00,28,na,42.3,na,na,na,28
"51.149617,-1.438228",51.149617,-1.438228,"Andover,OH",11/8/2022 6:00,33,na,87,0.4,33.4,9,22
"37.0581,-88.5725",37.0581,-88.5725,"Paducah,TX",11/8/2022 0:00,19,na,52.4,na,na,na,19
"41.051896,-73.763648",41.051896,-73.763648,"White Plains,NC",11/8/2022 0:00,19,0.8,49,15.2,27.2,na,19
"54.304676,10.135158",54.304676,10.135158,"Kyle,SD",11/8/2022 5:00,28,na,93,10.8,na,10,28
"28.596388888889,-81.3625",28.59638889,-81.3625,"Winter Park,CO",11/7/2022 20:00,30,1.9,88,1.3,11.8,17,30
"37.793635,-122.263356",37.793635,-122.263356,"Oakland,SC",11/7/2022 22:00,21,2.3,76,7.3,na,na,21
"42.1428,-80.0372",42.1428,-80.0372,"Erie,KS",11/8/2022 0:00,18,4.5,67.5,1,18.4,10,13
"34.2764,-118.68375",34.2764,-118.68375,"West Hills,PA",11/7/2022 22:00,13,na,87,4.7,10.4,5,13
"43.618889,-116.213611",43.618889,-116.213611,"Boise City,OK",12/28/2021 10:00,25,7.4,70,15.8,33.6,6,25
"55.85917,-4.258889",55.85917,-4.258889,"Glasgow,MO",11/8/2022 6:00,26,na,89.6,3.3,26.1,3,14
"41.9939694,12.7245045",41.9939694,12.7245045,"Tivoli,NY",11/6/2022 23:00,13,na,48.6,8.7,16.7,9,13
"40.743156,-73.585513",40.743156,-73.585513,"Baldwin,MI",11/8/2022 0:00,25,1.4,51.5,6.2,18,na,25
"37.988028,23.727628",37.988028,23.727628,"Athens,WI",11/8/2022 8:00,93,na,81,29.8,na,41,93
"50.37167,-4.142361",50.37167,-4.142361,"Plymouth,CA",11/8/2022 6:00,33,na,92.7,1.1,33.3,32,57
"45.828968,-119.262991",45.828968,-119.262991,"Maxwell,CA",11/7/2022 22:00,17,na,93,na,na,na,17
"33.67653,-117.33104",33.67653,-117.33104,"Laguna,NM",11/7/2022 22:00,26,1.2,92,1.1,25.6,1,1
"41.2508,-76.9239",41.2508,-76.9239,"Williamsport,OH",11/4/2022 8:00,-,na,56,na,4,na,na
"26.053888888889,-80.256944444444",26.05388889,-80.25694444,"West Park,CA",11/8/2022 1:00,31,1,86,8.3,11.8,18,31
"55.945589,-3.182186",55.945589,-3.182186,"Edinburg,VA",11/8/2022 5:00,30,6.4,82.2,0.5,29.5,4,8
"33.68797,-84.29048",33.68797,-84.29048,"Forest Park,OK",11/8/2022 0:00,44,6.7,62,11.4,4,20,44
"51.5073509,-0.1277583",51.5073509,-0.1277583,"London,AR",11/8/2022 6:00,46,1.2,79.8,4.3,22.3,15,46
"42.190296,-121.731369",42.190296,-121.731369,"Altamont,TN",11/7/2022 22:00,8,na,81,na,na,na,8
