aqi_key,lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
870,"51.60308,4.781016",51.60308,4.781016,"Breda,IA",11/8/2022 8:00,18,na,78,4.9,18.4,10,8
871,"55.91796,-4.406231",55.91796,-4.406231,"Erskine,MN",11/8/2022 5:00,10,na,84,3.8,15,6,10
872,"-37.7784081,145.0306",-37.7784081,145.0306,"Hawthorn,PA",11/8/2022 19:00,81,3.5,73.5,12.1,12.8,22,81
873,"46.041268534811,4.074659314085",46.04126853,4.074659314,"Roann,IN",11/4/2022 3:00,-,na,81,1.6,12.2,na,na
874,"-26.178666,28.13314",-26.178666,28.13314,"Alberton,MT",11/8/2022 10:00,48,8.5,99,na,na,19,48
875,"14.3036345,121.0781493",14.3036345,121.0781493,"San Pedro,TX",10/6/2021 12:00,-,na,70.1,190.8,216.5,na,na
876,"59.8605212767021,17.6375967025961",59.86052128,17.6375967,"Upsala,MN",11/8/2022 9:17,6,na,100,16.9,na,3,6
877,"53.4424622,-2.31132399",53.4424622,-2.31132399,"Hale,MO",11/8/2022 6:00,10,na,80,5.5,na,10,na
878,"38.6745958101318,39.2116675306152",38.67459581,39.21166753,"Turkey,TX",11/8/2022 11:00,34,na,87,na,na,34,na
879,"4.9311206,114.9516869",4.9311206,114.9516869,"Bruni,TX",11/8/2022 16:00,10,na,84,na,na,na,na
880,"47.508605,19.02764",47.508605,19.02764,"Bud,WV",10/24/2022 10:00,18,4.6,88.7,13.5,3.1,18,na
881,"-12.467003,130.850577",-12.467003,130.850577,"Darwin,MN",11/8/2022 18:00,47,4.5,65.235,1.8,8.1,23,47
882,"50.5353874629762,2.63569180127105",50.53538746,2.635691801,"Bethune,SC",11/8/2022 8:00,14,na,67,8.7,14.3,9,na
883,"43.224389,27.915733",43.224389,27.915733,"Varna,IL",11/8/2022 7:00,42,0.1,81.5,46.6,3.6,42,na
884,"45.104332,7.6964231",45.104332,7.6964231,"Turin,GA",11/7/2022 5:00,53,0.1,72.6,17.4,3.3,26,53
885,"28.072644444444,-16.652752049546",28.07264444,-16.65275205,"Arona,PA",11/8/2022 8:00,55,na,73,3.2,20.4,23,55
886,"50.057447,19.946008",50.057447,19.946008,"Krakow,WI",11/8/2022 8:00,122,0.1,87,18.2,0.4,53,122
887,"27.19865833,78.00598056",27.19865833,78.00598056,"Agra,OK",11/8/2022 13:00,94,na,39.5,4.1,22.6,80,94
888,"47.871158,17.273464",47.871158,17.273464,"Altenburg,MO",10/24/2022 10:00,23,4.7,98.7,na,na,23,na
889,"48.42389,-123.49278",48.42389,-123.49278,"Langford,SD",11/8/2022 0:00,25,na,92,0.6,10.2,na,25
890,"59.92305,10.76574",59.92305,10.76574,"Oslo,MN",11/8/2022 9:00,11,0.1,96,16.9,na,6,11
891,"52.619823,-1.127311",52.619823,-1.127311,"Lester,WV",11/8/2022 8:00,25,na,87,6.1,25,6,15
892,"32.177124,34.935725",32.177124,34.935725,"Tira,TX",11/8/2022 8:00,64,na,76.6,17,18.1,na,64
893,"52.401111111111,13.059722222222",52.40111111,13.05972222,"Potsdam,OH",11/8/2022 9:00,34,0.1,67.2,7.8,11.4,10,34
894,"-12.00889,-77.08447",-12.00889,-77.08447,"Callao,MO",11/8/2022 3:00,68,na,84,4.9,0.4,27,68
895,"54.180381,-6.33924",54.180381,-6.33924,"Newry,PA",11/8/2022 4:00,20,na,86,2.8,0.9,20,30
896,"56.07383,-3.44862",56.07383,-3.44862,"Dunfermline,IL",11/8/2022 5:00,8,na,48,1.2,16,4,8
897,"51.313055555556,9.4925",51.31305556,9.4925,"Cassel,CA",11/8/2022 9:00,48,0.1,87,na,2.9,32,48
898,"52.28881,-1.533119",52.28881,-1.533119,"Leamington,UT",11/8/2022 8:00,36,na,91.1,5.5,36.2,10,21
899,"46.323194,-79.449278",46.323194,-79.449278,"North Bay,WI",11/8/2022 3:00,22,na,67,1,22.4,na,9
900,"54.78143,9.43809",54.78143,9.43809,"Flensburg,MN",11/8/2022 4:00,28,na,87,5.7,na,14,28
901,"51.399089,21.147484",51.399089,21.147484,"Radom,IL",11/8/2022 9:00,57,0.1,80,13.1,5.3,17,57
902,"35.5014765,137.7913926",35.5014765,137.7913926,"Ida,LA",9/19/2020 20:00,-,na,89.1,2.8,28.9,16,13
903,"43.144028942242,-2.963385282126",43.14402894,-2.963385282,"Plaza,ND",11/8/2022 7:00,18,0.1,56.5,6.9,17.5,10,17
904,"25.551222222222,-103.50252777778",25.55122222,-103.5025278,"Torreon,NM",11/8/2022 2:00,106,55.3,68,5.4,14.8,68,106
905,"48.1351253,11.5819806",48.1351253,11.5819806,"Munich,ND",11/8/2022 9:00,20,0.1,82,20.2,1.3,20,na
906,"19.532968,-99.030324",19.532968,-99.030324,"San Cristobal,NM",11/8/2022 2:00,38,2.3,62,7.5,16,16,38
907,"49.4868046,11.7855875",49.4868046,11.7855875,"Amberg,WI",11/8/2022 10:00,-,0.1,100,13.3,3.7,15,na
908,"48.8303,2.26972",48.8303,2.26972,"Medon,TN",11/8/2022 7:00,10,na,82,10.2,na,10,na
909,"35.495738,136.9178419",35.495738,136.9178419,"Mina,NV",11/8/2022 17:00,70,na,48.3,3.8,38.4,14,70
910,"64.68337,24.48162",64.68337,24.48162,"Finland,MN",11/8/2022 10:00,17,na,100,5,na,17,na
911,"53.385636000137,-6.3699340002986",53.385636,-6.369934,"Lucan,MN",11/8/2022 8:00,25,na,81,14.8,na,11,25
912,"12.1348,15.0557",12.1348,15.0557,"Lamy,NM",11/8/2022 10:00,132,na,18,na,na,na,132
913,"39.945277777778,-0.056388888888889",39.94527778,-0.056388889,"Villarreal,TX",11/8/2022 8:00,33,0.1,66,38.9,28.9,1,5
914,"-17.3880159,-66.2062244",-17.3880159,-66.2062244,"Bolivia,NC",8/3/2020 16:00,-,na,34,na,na,na,na
915,"49.1124645,9.7372649",49.1124645,9.7372649,"Hall,NY",2/9/2020 6:00,102,na,74,14.2,0.9,40,102
916,"43.4118,24.615006",43.4118,24.615006,"Plevna,MT",1/8/2020 7:00,51,0.1,54.7,16.9,na,51,na
917,"49.179627,-2.09811",49.179627,-2.09811,"Jersey,GA",11/8/2022 9:00,135,na,82,na,na,73,135
918,"52.638797999972,-7.268113999933",52.638798,-7.268114,"Kilkenny,MN",11/8/2022 9:00,34,na,89.2,2.1,26,34,na
919,"-41.52663988,173.95608203",-41.52663988,173.956082,"Blenheim,SC",11/8/2022 21:00,56,na,87,na,na,17,56
920,"-37.722477,145.0576",-37.722477,145.0576,"Epping,ND",11/8/2022 19:00,22,3.5,76.5,12.1,12.8,22,3
921,"50.8503396,4.3517103",50.8503396,4.3517103,"Brussels,IL",11/4/2022 7:00,46,na,87,na,na,15,46
922,"55.464531,-4.631673",55.464531,-4.631673,"Ayr,NE",11/8/2022 5:00,25,na,93,1.1,24.7,9,19
923,"40.92431,14.48133",40.92431,14.48133,"Nora,IL",8/15/2022 23:00,52,na,73.1,10.7,2.9,19,52
924,"55.606388092041,13.0019636154175",55.60638809,13.00196362,"Malmo,NE",11/8/2022 10:00,26,na,89,5.2,11.3,9,26
925,"51.258828,22.570467",51.258828,22.570467,"Lublin,WI",11/8/2022 10:00,77,0.1,75,10.1,10.4,28,77
926,"59.3408269502832,18.0582536812784",59.34082695,18.05825368,"Stockholm,SD",11/8/2022 9:00,6,0.1,100,10.1,na,6,na
927,"55.703336,13.180275",55.703336,13.180275,"Lund,NV",11/8/2022 10:00,20,na,89,na,na,20,na
928,"49.8475,24.0155",49.8475,24.0155,"Leopolis,WI",6/21/2022 20:00,10,na,93,na,na,9,10
929,"-41.638,147.967",-41.638,147.967,"Fingal,ND",11/8/2022 18:00,9,na,89.1,na,na,8,9
930,"49.007958333227,8.3871888889207",49.00795833,8.387188889,"Karlsruhe,ND",11/8/2022 10:00,29,na,88,26.1,1.3,12,29
931,"24.7955,84.9994",24.7955,84.9994,"Gay,GA",11/8/2022 15:00,152,11.1,63.25,4,4.1,na,152
932,"-41.595,147.122",-41.595,147.122,"Longford,KS",11/8/2022 18:00,9,na,51.1,na,na,6,9
933,"40.4432593,-79.9906228999999",40.4432593,-79.9906229,"Mount Lebanon,LA",10/18/2016 16:00,-,4.5,93.8,na,0.1,23,47
934,"50.454722,-104.606667",50.454722,-104.606667,"Regina,NM",11/8/2022 3:00,13,na,85,1,12.6,na,9
935,"52.077148,4.289185",52.077148,4.289185,"Hague,ND",11/8/2022 10:00,23,na,78,11,13.4,5,23
936,"-36.784653741124,-73.052063025795",-36.78465374,-73.05206303,"Concepcion,TX",11/8/2022 4:00,46,5.9,76,4.2,5.6,14,46
937,"50.768729,16.269677",50.768729,16.269677,"Waldenburg,AR",11/8/2022 11:00,18,0.1,89.1,2.8,18.2,9,na
938,"55.97671,-3.59731",55.97671,-3.59731,"Bathgate,ND",11/8/2022 5:00,7,na,81,2.3,16,3,7
939,"51.48178,-3.17625",51.48178,-3.17625,"Cardiff,AL",11/8/2022 9:00,46,0.5,88,5.6,20.4,13,46
940,"53.529433,10.082139",53.529433,10.082139,"Marienthal,KS",11/8/2022 9:00,0,0.1,76,10.6,na,10,25
941,"49.119682835312,6.18092604026791",49.11968284,6.18092604,"Metz,MO",11/3/2022 6:00,25,na,93,8.7,9.8,10,25
942,"49.682603,-124.996222",49.682603,-124.996222,"Courtenay,ND",11/8/2022 1:00,13,na,52,0.2,10.2,na,13
943,"50.018263,20.99258",50.018263,20.99258,"Tarnov,NE",11/8/2022 11:00,27,0.1,69.1,4.5,16.1,7,27
944,"32.557751,35.845016",32.557751,35.845016,"Arbela,MO",11/8/2022 12:00,15,na,74.7,7.4,14.8,na,na
945,"-33.464142,-70.660797",-33.464142,-70.660797,"Santiago,WA",11/8/2022 5:00,63,9.4,87,16.3,3.2,36,63
946,"45.4032761,-73.9503608",45.4032761,-73.9503608,"Beaconsfield,IA",11/8/2022 4:00,17,6.4,39,3.7,17,na,12
947,"50.444,30.54",50.444,30.54,"Kief,ND",10/19/2022 1:00,5,na,88.23,na,na,2,5
948,"56.399327,-3.434182",56.399327,-3.434182,"Perth,ND",11/8/2022 7:00,12,na,88,19.6,na,6,12
949,"36.460594405413,-6.2030661968542",36.46059441,-6.203066197,"San Fernando,TX",11/8/2022 9:00,47,0.1,73,10.1,14.7,12,47
